...1,replicate_name,precursor_ion_name,retention_time,area,background,height,mass_error_ppm,flags,QC_area
2497,220302_Smp_RWi2_3,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2498,220302_Smp_RWi2_4,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2499,220302_Smp_RWi2_5,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2500,220302_Smp_RWi2_6,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2501,220302_Std_4uMStdsMix1InH2O_1,1-Propanesulfonate,NA,NA,NA,NA,NA,NA,NA
2502,220302_Std_4uMStdsMix1InH2O_2,1-Propanesulfonate,NA,NA,NA,NA,NA,NA,NA
2503,220302_Std_4uMStdsMix1InMatrix_1,1-Propanesulfonate,NA,NA,NA,NA,NA,NA,NA
2504,220302_Std_4uMStdsMix1InMatrix_2,1-Propanesulfonate,NA,NA,NA,NA,NA,NA,NA
2505,220302_Std_4uMStdsMix2InH2O_1,1-Propanesulfonate,2.57,1608658048,15678733,56623568,-3,NA,1608658048
2506,220302_Std_4uMStdsMix2InH2O_2,1-Propanesulfonate,2.23,1985955840,0,568847616,-3.1,NA,1985955840
2507,220302_Std_4uMStdsMix2InMatrix_1,1-Propanesulfonate,2.55,1524893952,6193426,45687268,-2.6,NA,1524893952
2508,220302_Std_4uMStdsMix2InMatrix_2,1-Propanesulfonate,2.23,2013967232,0,511481280,-2.9,NA,2013967232
2509,220302_Std_H2OinMatrix_1,1-Propanesulfonate,3.08,93328,0,81823,-0.7,blank_flag,NA
2510,220302_Std_H2OinMatrix_2,1-Propanesulfonate,2.24,610732,0,324438,-1.5,blank_flag,NA
2511,220302_Poo_TruePooBacteria_Full1,1-Propanesulfonate,2.72,132899,0,134905,-2.4,blank_flag,NA
2512,220302_Poo_TruePooBacteria_Full2,1-Propanesulfonate,2.65,104208,0,98974,-3.4,blank_flag,NA
2513,220302_Poo_TruePooBacteria_Full3,1-Propanesulfonate,2.24,1124467,0,457296,-2.5,blank_flag,NA
2514,220302_Poo_TruePooBacteria_Half1,1-Propanesulfonate,NA,NA,NA,NA,NA,NA,NA
2515,220302_Poo_TruePooBacteria_Half2,1-Propanesulfonate,2.77,118745,0,81696,-1.3,blank_flag,NA
2516,220302_Poo_TruePooBacteria_Half3,1-Propanesulfonate,2.24,401711,0,271228,-2.1,blank_flag,NA
2517,220302_Smp_MQBlk1_A,1-Propanesulfonate,3,480238,0,117655,-1.6,blank_flag,NA
2518,220302_Smp_MQBlk1_B,1-Propanesulfonate,2.72,657772,0,143355,-2.2,blank_flag,NA
2519,220302_Smp_MQBlk1_C,1-Propanesulfonate,2.91,560647,0,121644,-1.6,blank_flag,NA
2520,220302_Smp_MQBlk2_A,1-Propanesulfonate,2.59,121542,0,112865,-2.8,blank_flag,NA
2521,220302_Smp_MQBlk2_B,1-Propanesulfonate,2.62,NA,0,0,NA,NA,NA
2522,220302_Smp_MQBlk2_C,1-Propanesulfonate,2.2,NA,0,0,NA,NA,NA
2523,220302_Smp_MQBlk3_A,1-Propanesulfonate,2.25,323684,0,181654,-1.9,blank_flag,NA
2524,220302_Smp_MQBlk3_B,1-Propanesulfonate,2.25,506058,0,286421,-1.8,blank_flag,NA
2525,220302_Smp_MQBlk3_C,1-Propanesulfonate,2.25,1145683,0,595418,-2.6,blank_flag,NA
2526,220302_Smp_SupernatBlk_1,1-Propanesulfonate,2.82,349249,0,77310,-1.5,blank_flag,NA
2527,220302_Smp_SupernatBlk_2,1-Propanesulfonate,2.35,128112,0,71951,-1.4,blank_flag,NA
2528,220302_Smp_SupernatBlk_3,1-Propanesulfonate,2.25,676149,0,231264,-1.5,blank_flag,NA
2529,220302_Smp_SWBlk_1,1-Propanesulfonate,2.48,NA,0,0,NA,NA,NA
2530,220302_Smp_SWBlk_2,1-Propanesulfonate,2.55,491184,0,125915,-1.6,blank_flag,NA
2531,220302_Smp_SWBlk_3,1-Propanesulfonate,2.43,110682,0,108183,-2,blank_flag,NA
2532,220302_Smp_OBi1_1,1-Propanesulfonate,2.87,127294,0,79073,-1,blank_flag,NA
2533,220302_Smp_OBi1_2,1-Propanesulfonate,2.24,344330,0,189347,-2.9,blank_flag,NA
2534,220302_Smp_OBi1_3,1-Propanesulfonate,2.25,486709,0,187733,-1.9,blank_flag,NA
2535,220302_Smp_OBi1_4,1-Propanesulfonate,2.66,127068,0,108126,0.1,blank_flag,NA
2536,220302_Smp_OBi1_5,1-Propanesulfonate,3,5992170,0,303458,-1.8,NA,5992170
2537,220302_Smp_OBi1_6,1-Propanesulfonate,2.99,100318,0,87786,-0.8,blank_flag,NA
2538,220302_Smp_OBi1_7,1-Propanesulfonate,2.26,115340,0,106842,-0.3,blank_flag,NA
2539,220302_Smp_OBi1_8,1-Propanesulfonate,NA,NA,NA,NA,NA,NA,NA
2540,220302_Smp_OBi1_9,1-Propanesulfonate,2.78,99359,0,75263,-1.8,blank_flag,NA
2541,220302_Smp_OBi1small_1,1-Propanesulfonate,2.59,5842141,0,283863,-1.8,NA,5842141
2542,220302_Smp_OBi1small_2,1-Propanesulfonate,2.31,151331,0,103453,-1.3,blank_flag,NA
2543,220302_Smp_OBi1small_3,1-Propanesulfonate,2.94,109669,0,88733,-0.3,blank_flag,NA
2544,220302_Smp_OBi1small_4,1-Propanesulfonate,2.59,131456,0,78380,-0.5,blank_flag,NA
2545,220302_Smp_RWi2_1,1-Propanesulfonate,2.97,145668,0,103913,-0.7,blank_flag,NA
2546,220302_Smp_RWi2_2,1-Propanesulfonate,2.54,90786,0,82318,-0.4,blank_flag,NA
2547,220302_Smp_RWi2_3,1-Propanesulfonate,2.59,151665,0,129137,-0.7,blank_flag,NA
2548,220302_Smp_RWi2_4,1-Propanesulfonate,2.67,138789,0,79705,-0.9,blank_flag,NA
2549,220302_Smp_RWi2_5,1-Propanesulfonate,2.66,116539,0,122075,-2.2,blank_flag,NA
2550,220302_Smp_RWi2_6,1-Propanesulfonate,2.75,104095,0,88440,-0.3,blank_flag,NA
2551,220302_Std_4uMStdsMix1InH2O_1,Propionylglycine,4.09,567164160,0,16194046,-3,NA,567164160
2552,220302_Std_4uMStdsMix1InH2O_2,Propionylglycine,2.89,917393920,0,18245336,-1.9,NA,917393920
2553,220302_Std_4uMStdsMix1InMatrix_1,Propionylglycine,4.11,553620288,0,16055663,-2.7,NA,553620288
2554,220302_Std_4uMStdsMix1InMatrix_2,Propionylglycine,2.91,787263680,0,14068385,-1.7,NA,787263680
2555,220302_Std_4uMStdsMix2InH2O_1,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2556,220302_Std_4uMStdsMix2InH2O_2,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2557,220302_Std_4uMStdsMix2InMatrix_1,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2558,220302_Std_4uMStdsMix2InMatrix_2,Propionylglycine,6.46,182351,0,133165,-0.9,blank_flag,NA
2559,220302_Std_H2OinMatrix_1,Propionylglycine,6.16,109184,0,94616,-0.7,blank_flag,NA
2560,220302_Std_H2OinMatrix_2,Propionylglycine,5.3,98610,0,71506,-0.8,blank_flag,NA
2561,220302_Poo_TruePooBacteria_Full1,Propionylglycine,5.77,161054,0,135780,-0.5,blank_flag,NA
2562,220302_Poo_TruePooBacteria_Full2,Propionylglycine,5.73,206196,0,177706,-0.3,blank_flag,NA
2563,220302_Poo_TruePooBacteria_Full3,Propionylglycine,5.41,148727,0,138495,-0.3,blank_flag,NA
2564,220302_Poo_TruePooBacteria_Half1,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2565,220302_Poo_TruePooBacteria_Half2,Propionylglycine,4.98,285246,0,261936,-2.5,blank_flag,NA
2566,220302_Poo_TruePooBacteria_Half3,Propionylglycine,6.27,107201,0,88532,-0.9,blank_flag,NA
2567,220302_Smp_MQBlk1_A,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2568,220302_Smp_MQBlk1_B,Propionylglycine,6.23,217043,0,143148,-0.5,blank_flag,NA
2569,220302_Smp_MQBlk1_C,Propionylglycine,6.24,160034,0,121027,-1.9,blank_flag,NA
2570,220302_Smp_MQBlk2_A,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2571,220302_Smp_MQBlk2_B,Propionylglycine,5.55,111644,0,80111,0.7,blank_flag,NA
2572,220302_Smp_MQBlk2_C,Propionylglycine,4.83,153164,0,128684,-1.6,blank_flag,NA
2573,220302_Smp_MQBlk3_A,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2574,220302_Smp_MQBlk3_B,Propionylglycine,6.51,143590,0,94100,0.2,blank_flag,NA
2575,220302_Smp_MQBlk3_C,Propionylglycine,5.1,323919,0,189409,-0.1,blank_flag,NA
2576,220302_Smp_SupernatBlk_1,Propionylglycine,6.08,265586,0,144212,-1,blank_flag,NA
2577,220302_Smp_SupernatBlk_2,Propionylglycine,6.48,150283,0,113668,0.3,blank_flag,NA
2578,220302_Smp_SupernatBlk_3,Propionylglycine,5.4,322504,0,145314,-0.6,blank_flag,NA
2579,220302_Smp_SWBlk_1,Propionylglycine,5.43,137695,0,92917,-0.6,blank_flag,NA
2580,220302_Smp_SWBlk_2,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2581,220302_Smp_SWBlk_3,Propionylglycine,6.1,170198,0,140735,-0.2,blank_flag,NA
2582,220302_Smp_OBi1_1,Propionylglycine,5.22,274649,0,275139,0.5,blank_flag,NA
2583,220302_Smp_OBi1_2,Propionylglycine,6.46,121274,0,116735,-0.3,blank_flag,NA
2584,220302_Smp_OBi1_3,Propionylglycine,5.05,665259,0,191555,-0.8,NA,665259
2585,220302_Smp_OBi1_4,Propionylglycine,5.8,491549,0,365754,-4.1,blank_flag,NA
2586,220302_Smp_OBi1_5,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2587,220302_Smp_OBi1_6,Propionylglycine,5.88,375994,0,269576,-1.6,blank_flag,NA
2588,220302_Smp_OBi1_7,Propionylglycine,5.18,437280,0,116954,-0.6,blank_flag,NA
2589,220302_Smp_OBi1_8,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2590,220302_Smp_OBi1_9,Propionylglycine,5.35,1338409,0,150782,-0.7,NA,1338409
2591,220302_Smp_OBi1small_1,Propionylglycine,6.02,105810,0,64411,-1.1,blank_flag,NA
2592,220302_Smp_OBi1small_2,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2593,220302_Smp_OBi1small_3,Propionylglycine,NA,NA,NA,NA,NA,NA,NA
2594,220302_Smp_OBi1small_4,Propionylglycine,5.49,417047,0,276457,0,blank_flag,NA
2595,220302_Smp_RWi2_1,Propionylglycine,6.31,126864,0,92963,-0.5,blank_flag,NA
2596,220302_Smp_RWi2_2,Propionylglycine,5.23,686210,0,179876,-1.1,NA,686210
2597,220302_Smp_RWi2_3,Propionylglycine,5.38,215291,0,141416,0,blank_flag,NA
2598,220302_Smp_RWi2_4,Propionylglycine,5.46,295422,0,208194,-1.3,blank_flag,NA
2599,220302_Smp_RWi2_5,Propionylglycine,6.05,341907,0,236969,-2.9,blank_flag,NA
2600,220302_Smp_RWi2_6,Propionylglycine,6.19,142674,0,91917,-1.7,blank_flag,NA
2601,220302_Std_4uMStdsMix1InH2O_1,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2602,220302_Std_4uMStdsMix1InH2O_2,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2603,220302_Std_4uMStdsMix1InMatrix_1,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2604,220302_Std_4uMStdsMix1InMatrix_2,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2605,220302_Std_4uMStdsMix2InH2O_1,"2,5-Dihydroxybenzoic acid",3.79,1189036288,14799752,65257332,-1.4,NA,1189036288
2606,220302_Std_4uMStdsMix2InH2O_2,"2,5-Dihydroxybenzoic acid",2.99,1862039296,0,69865832,-1.3,NA,1862039296
2607,220302_Std_4uMStdsMix2InMatrix_1,"2,5-Dihydroxybenzoic acid",3.76,1142705536,11434718,53137444,-1.2,NA,1142705536
2608,220302_Std_4uMStdsMix2InMatrix_2,"2,5-Dihydroxybenzoic acid",3.04,1858391168,0,56206736,-1,NA,1858391168
2609,220302_Std_H2OinMatrix_1,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2610,220302_Std_H2OinMatrix_2,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2611,220302_Poo_TruePooBacteria_Full1,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2612,220302_Poo_TruePooBacteria_Full2,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2613,220302_Poo_TruePooBacteria_Full3,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2614,220302_Poo_TruePooBacteria_Half1,"2,5-Dihydroxybenzoic acid",3.21,100991,0,105745,-4.3,NA,100991
2615,220302_Poo_TruePooBacteria_Half2,"2,5-Dihydroxybenzoic acid",3.39,109044,0,114743,-0.1,NA,109044
2616,220302_Poo_TruePooBacteria_Half3,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2617,220302_Smp_MQBlk1_A,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2618,220302_Smp_MQBlk1_B,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2619,220302_Smp_MQBlk1_C,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2620,220302_Smp_MQBlk2_A,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2621,220302_Smp_MQBlk2_B,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2622,220302_Smp_MQBlk2_C,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2623,220302_Smp_MQBlk3_A,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2624,220302_Smp_MQBlk3_B,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2625,220302_Smp_MQBlk3_C,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2626,220302_Smp_SupernatBlk_1,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2627,220302_Smp_SupernatBlk_2,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2628,220302_Smp_SupernatBlk_3,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2629,220302_Smp_SWBlk_1,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2630,220302_Smp_SWBlk_2,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2631,220302_Smp_SWBlk_3,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2632,220302_Smp_OBi1_1,"2,5-Dihydroxybenzoic acid",3.85,121288,0,95986,-2.4,NA,121288
2633,220302_Smp_OBi1_2,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2634,220302_Smp_OBi1_3,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2635,220302_Smp_OBi1_4,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2636,220302_Smp_OBi1_5,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2637,220302_Smp_OBi1_6,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2638,220302_Smp_OBi1_7,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2639,220302_Smp_OBi1_8,"2,5-Dihydroxybenzoic acid",4.4,37054,0,29639,2.5,"areamin_flag,",NA
2640,220302_Smp_OBi1_9,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2641,220302_Smp_OBi1small_1,"2,5-Dihydroxybenzoic acid",3.63,118267,0,105708,-0.8,NA,118267
2642,220302_Smp_OBi1small_2,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2643,220302_Smp_OBi1small_3,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2644,220302_Smp_OBi1small_4,"2,5-Dihydroxybenzoic acid",3.32,91535,0,79864,0.1,NA,91535
2645,220302_Smp_RWi2_1,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2646,220302_Smp_RWi2_2,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2647,220302_Smp_RWi2_3,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2648,220302_Smp_RWi2_4,"2,5-Dihydroxybenzoic acid",3.35,106003,0,96884,0.4,NA,106003
2649,220302_Smp_RWi2_5,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2650,220302_Smp_RWi2_6,"2,5-Dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA
2651,220302_Std_4uMStdsMix1InH2O_1,D-Ribose 5-phosphate,NA,NA,NA,NA,NA,NA,NA
2652,220302_Std_4uMStdsMix1InH2O_2,D-Ribose 5-phosphate,NA,NA,NA,NA,NA,NA,NA
2653,220302_Std_4uMStdsMix1InMatrix_1,D-Ribose 5-phosphate,NA,NA,NA,NA,NA,NA,NA
2654,220302_Std_4uMStdsMix1InMatrix_2,D-Ribose 5-phosphate,NA,NA,NA,NA,NA,NA,NA
2655,220302_Std_4uMStdsMix2InH2O_1,D-Ribose 5-phosphate,12.74,62189880,0,4555592,0.9,NA,62189880
2656,220302_Std_4uMStdsMix2InH2O_2,D-Ribose 5-phosphate,12.37,102591792,0,6142800,1.8,NA,102591792
2657,220302_Std_4uMStdsMix2InMatrix_1,D-Ribose 5-phosphate,12.75,61069024,0,4214935,1.2,NA,61069024
2658,220302_Std_4uMStdsMix2InMatrix_2,D-Ribose 5-phosphate,12.4,100753984,0,6733906,2.2,NA,100753984
2659,220302_Std_H2OinMatrix_1,D-Ribose 5-phosphate,11.53,995101,0,118001,7.5,"ppm_flag, blank_flag",NA
2660,220302_Std_H2OinMatrix_2,D-Ribose 5-phosphate,10.22,2298579,0,222274,10.4,"ppm_flag, blank_flag",NA
2661,220302_Poo_TruePooBacteria_Full1,D-Ribose 5-phosphate,11.35,2835838,0,270388,9.9,"ppm_flag, blank_flag",NA
2662,220302_Poo_TruePooBacteria_Full2,D-Ribose 5-phosphate,11.13,3312791,0,243593,4.3,blank_flag,NA
2663,220302_Poo_TruePooBacteria_Full3,D-Ribose 5-phosphate,10.57,3690759,0,261968,10,"ppm_flag, blank_flag",NA
2664,220302_Poo_TruePooBacteria_Half1,D-Ribose 5-phosphate,11.3,1049474,0,100547,11,"ppm_flag, blank_flag",NA
2665,220302_Poo_TruePooBacteria_Half2,D-Ribose 5-phosphate,11.14,933174,0,87075,7.8,"ppm_flag, blank_flag",NA
2666,220302_Poo_TruePooBacteria_Half3,D-Ribose 5-phosphate,10.39,1517738,0,113268,11.1,"ppm_flag, blank_flag",NA
2667,220302_Smp_MQBlk1_A,D-Ribose 5-phosphate,11.47,12279761,0,1149593,6.9,"ppm_flag, blank_flag",NA
2668,220302_Smp_MQBlk1_B,D-Ribose 5-phosphate,11.42,15923571,0,1247115,8.4,"ppm_flag, blank_flag",NA
2669,220302_Smp_MQBlk1_C,D-Ribose 5-phosphate,11.41,14904452,0,1055331,8.3,"ppm_flag, blank_flag",NA
2670,220302_Smp_MQBlk2_A,D-Ribose 5-phosphate,11.19,1319955,0,138596,6.5,"ppm_flag, blank_flag",NA
2671,220302_Smp_MQBlk2_B,D-Ribose 5-phosphate,11,1169307,0,127054,7.6,"ppm_flag, blank_flag",NA
2672,220302_Smp_MQBlk2_C,D-Ribose 5-phosphate,10.95,2954484,0,218872,6.5,"ppm_flag, blank_flag",NA
2673,220302_Smp_MQBlk3_A,D-Ribose 5-phosphate,10.49,1354578,0,159598,6.1,"ppm_flag, blank_flag",NA
2674,220302_Smp_MQBlk3_B,D-Ribose 5-phosphate,10.35,1128481,0,134687,6.7,"ppm_flag, blank_flag",NA
2675,220302_Smp_MQBlk3_C,D-Ribose 5-phosphate,10.34,2472671,0,164815,9.6,"ppm_flag, blank_flag",NA
2676,220302_Smp_SupernatBlk_1,D-Ribose 5-phosphate,11.33,4453976,0,262949,6.3,"ppm_flag, blank_flag",NA
2677,220302_Smp_SupernatBlk_2,D-Ribose 5-phosphate,10.73,1146934,0,137422,10.8,"ppm_flag, blank_flag",NA
2678,220302_Smp_SupernatBlk_3,D-Ribose 5-phosphate,10.73,3168083,0,217393,10.3,"ppm_flag, blank_flag",NA
2679,220302_Smp_SWBlk_1,D-Ribose 5-phosphate,11.47,2169389,0,137768,9.3,"ppm_flag, blank_flag",NA
2680,220302_Smp_SWBlk_2,D-Ribose 5-phosphate,11.1,1571154,0,187536,6.3,"ppm_flag, blank_flag",NA
2681,220302_Smp_SWBlk_3,D-Ribose 5-phosphate,11.37,8434365,0,655787,9.3,"ppm_flag, blank_flag",NA
2682,220302_Smp_OBi1_1,D-Ribose 5-phosphate,11.1,656978,0,68310,10,"ppm_flag, blank_flag",NA
2683,220302_Smp_OBi1_2,D-Ribose 5-phosphate,10.71,1323976,0,138794,10.4,"ppm_flag, blank_flag",NA
2684,220302_Smp_OBi1_3,D-Ribose 5-phosphate,10.48,3539113,0,299589,6.3,"ppm_flag, blank_flag",NA
2685,220302_Smp_OBi1_4,D-Ribose 5-phosphate,11.38,1181913,0,131904,6.9,"ppm_flag, blank_flag",NA
2686,220302_Smp_OBi1_5,D-Ribose 5-phosphate,11.55,6256628,0,521522,7.6,"ppm_flag, blank_flag",NA
2687,220302_Smp_OBi1_6,D-Ribose 5-phosphate,11.24,2177934,0,203991,5.5,blank_flag,NA
2688,220302_Smp_OBi1_7,D-Ribose 5-phosphate,10.55,1013688,0,112331,10.2,"ppm_flag, blank_flag",NA
2689,220302_Smp_OBi1_8,D-Ribose 5-phosphate,11,1841037,0,187895,6,blank_flag,NA
2690,220302_Smp_OBi1_9,D-Ribose 5-phosphate,10.83,849945,0,74460,8.4,"ppm_flag, blank_flag",NA
2691,220302_Smp_OBi1small_1,D-Ribose 5-phosphate,11.55,5693973,0,479943,5.2,blank_flag,NA
2692,220302_Smp_OBi1small_2,D-Ribose 5-phosphate,10.89,1687307,0,146297,6,blank_flag,NA
2693,220302_Smp_OBi1small_3,D-Ribose 5-phosphate,11.54,1490324,0,172197,9.7,"ppm_flag, blank_flag",NA
2694,220302_Smp_OBi1small_4,D-Ribose 5-phosphate,10.96,2281148,0,166656,6,blank_flag,NA
2695,220302_Smp_RWi2_1,D-Ribose 5-phosphate,11.55,1029045,0,117939,10.9,"ppm_flag, blank_flag",NA
2696,220302_Smp_RWi2_2,D-Ribose 5-phosphate,10.69,1883003,0,143936,9.8,"ppm_flag, blank_flag",NA
2697,220302_Smp_RWi2_3,D-Ribose 5-phosphate,10.74,2195515,0,175895,8.4,"ppm_flag, blank_flag",NA
2698,220302_Smp_RWi2_4,D-Ribose 5-phosphate,10.87,1050629,0,110464,10.4,"ppm_flag, blank_flag",NA
2699,220302_Smp_RWi2_5,D-Ribose 5-phosphate,11.24,1948609,0,209633,6,blank_flag,NA
2700,220302_Smp_RWi2_6,D-Ribose 5-phosphate,11.21,2240813,0,193243,9.7,"ppm_flag, blank_flag",NA
2701,220302_Std_4uMStdsMix1InH2O_1,Salicylic acid,2.01,1240271360,3986158,242458736,-2.4,NA,1240271360
2702,220302_Std_4uMStdsMix1InH2O_2,Salicylic acid,1.79,1847025792,26238390,335078656,-2.2,NA,1847025792
2703,220302_Std_4uMStdsMix1InMatrix_1,Salicylic acid,2,1293963904,9346421,241981920,-2.1,NA,1293963904
2704,220302_Std_4uMStdsMix1InMatrix_2,Salicylic acid,1.79,1856977408,16522262,307548064,-2.1,NA,1856977408
2705,220302_Std_4uMStdsMix2InH2O_1,Salicylic acid,2.02,117692632,953242,21790222,-2.3,NA,117692632
2706,220302_Std_4uMStdsMix2InH2O_2,Salicylic acid,1.79,204987936,3041347,37327668,-2,NA,204987936
2707,220302_Std_4uMStdsMix2InMatrix_1,Salicylic acid,2,160707488,0,28493228,-2,NA,160707488
2708,220302_Std_4uMStdsMix2InMatrix_2,Salicylic acid,1.79,231485728,3160260,38710772,-2.1,NA,231485728
2709,220302_Std_H2OinMatrix_1,Salicylic acid,2,5177268,0,978729,-2.4,blank_flag,NA
2710,220302_Std_H2OinMatrix_2,Salicylic acid,1.82,7367811,0,1302116,-1.9,blank_flag,NA
2711,220302_Poo_TruePooBacteria_Full1,Salicylic acid,1.98,11814806,0,2359725,-1.6,blank_flag,NA
2712,220302_Poo_TruePooBacteria_Full2,Salicylic acid,1.94,11179533,0,2195123,-1.8,blank_flag,NA
2713,220302_Poo_TruePooBacteria_Full3,Salicylic acid,1.85,12435829,0,2350764,-1.5,blank_flag,NA
2714,220302_Poo_TruePooBacteria_Half1,Salicylic acid,1.98,4877244,0,1088991,-1.7,blank_flag,NA
2715,220302_Poo_TruePooBacteria_Half2,Salicylic acid,1.94,5552350,0,1124176,-1.5,blank_flag,NA
2716,220302_Poo_TruePooBacteria_Half3,Salicylic acid,1.85,5223138,0,1051420,-1.7,blank_flag,NA
2717,220302_Smp_MQBlk1_A,Salicylic acid,1.98,3914913,0,920029,-2.1,blank_flag,NA
2718,220302_Smp_MQBlk1_B,Salicylic acid,1.98,13717176,0,2325670,-2.4,blank_flag,NA
2719,220302_Smp_MQBlk1_C,Salicylic acid,1.98,23472044,0,4748507,-1.9,blank_flag,NA
2720,220302_Smp_MQBlk2_A,Salicylic acid,1.94,10464360,0,1875232,-1.9,blank_flag,NA
2721,220302_Smp_MQBlk2_B,Salicylic acid,1.93,7484071,0,1733305,-1.5,blank_flag,NA
2722,220302_Smp_MQBlk2_C,Salicylic acid,1.92,10353618,0,1795171,-1.4,blank_flag,NA
2723,220302_Smp_MQBlk3_A,Salicylic acid,1.86,11741636,0,2259921,-1,blank_flag,NA
2724,220302_Smp_MQBlk3_B,Salicylic acid,1.85,11663256,0,2134392,-1.1,blank_flag,NA
2725,220302_Smp_MQBlk3_C,Salicylic acid,1.87,8523427,0,1415756,-1.1,blank_flag,NA
2726,220302_Smp_SupernatBlk_1,Salicylic acid,1.95,19494356,0,2988577,-1,blank_flag,NA
2727,220302_Smp_SupernatBlk_2,Salicylic acid,1.91,10719244,0,1996150,-1.8,blank_flag,NA
2728,220302_Smp_SupernatBlk_3,Salicylic acid,1.89,15586027,0,2679055,-1.4,blank_flag,NA
2729,220302_Smp_SWBlk_1,Salicylic acid,2,12203282,0,2329553,-1.6,blank_flag,NA
2730,220302_Smp_SWBlk_2,Salicylic acid,1.92,11337541,0,1685040,-1.4,blank_flag,NA
2731,220302_Smp_SWBlk_3,Salicylic acid,1.97,10764064,0,2001648,-1.8,blank_flag,NA
2732,220302_Smp_OBi1_1,Salicylic acid,1.92,12832219,0,2117421,-0.9,blank_flag,NA
2733,220302_Smp_OBi1_2,Salicylic acid,1.88,12408050,0,2211536,-1.4,blank_flag,NA
2734,220302_Smp_OBi1_3,Salicylic acid,1.87,9881346,0,2135097,-2.1,blank_flag,NA
2735,220302_Smp_OBi1_4,Salicylic acid,1.94,10176252,0,1860346,-1.3,blank_flag,NA
2736,220302_Smp_OBi1_5,Salicylic acid,2,11013436,0,1480227,-1,blank_flag,NA
