Nucleotide.Accession	Organism.Name	Organism.Taxonomic.ID	BioSample	contig.length	Assembly.Accession	Assembly.Name
NZ_JARJLJ010000064.1	Pseudomonas putida	303	SAMN32359044	75257	GCF_029335535.1	ASM2933553v1
NZ_JARKIO010000002.1	Pseudomonas protegens	380021	SAMN33729310	1127941	GCF_029350995.1	ASM2935099v1
NZ_JAENDI010000002.1	Vibrio harveyi	669	SAMN17101823	630115	GCF_029428955.1	ASM2942895v1
NZ_CP120969.1	Pseudomonas putida	303	SAMN33792085	6279264	GCF_029590515.1	ASM2959051v1
NZ_JAOEBG010000012.1	Pseudomonas sp. GD04091	2975433	SAMN30525547	162937	GCF_029836165.1	ASM2983616v1
NZ_JAOECP010000015.1	Pseudomonas putida	303	SAMN30525512	157950	GCF_029836875.1	ASM2983687v1
NZ_JAOCDD010000074.1	Pseudomonas sp. GD03867	2975393	SAMN30525323	26311	GCF_029840765.1	ASM2984076v1
NZ_JAOCDI010000030.1	Pseudomonas sp. GD03862	2975391	SAMN30525318	77285	GCF_029840855.1	ASM2984085v1
NZ_JAOCDM010000068.1	Pseudomonas sp. GD03858	2975388	SAMN30525314	27427	GCF_029840925.1	ASM2984092v1
NZ_JAOCEY010000002.1	Pseudomonas sp. GD03817	2975383	SAMN30525273	252084	GCF_029841705.1	ASM2984170v1
NZ_JAOCGW010000006.1	Pseudomonas sp. GD03766	2975379	SAMN30525222	168023	GCF_029842685.1	ASM2984268v1
NZ_JAOCIG010000004.1	Pseudomonas sp. GD03730	2975375	SAMN30525186	252076	GCF_029843415.1	ASM2984341v1
NZ_JAOCJM010000016.1	Pseudomonas sp. GD03696	2975368	SAMN30525152	140162	GCF_029844065.1	ASM2984406v1
NZ_JAOCJT010000014.1	Pseudomonas sp. GD03689	2975366	SAMN30525145	112805	GCF_029844385.1	ASM2984438v1
NZ_JAOCLF010000002.1	Pseudomonas sp. GD03651	2975361	SAMN30525107	232933	GCF_029845165.1	ASM2984516v1
NZ_JARWKT010000008.1	Cobetia sp. 10Alg 146	3040019	SAMN34085102	219370	GCF_029846385.1	ASM2984638v1
NZ_JARWKS010000021.1	Cobetia sp. 29-18-1	3040018	SAMN34085101	70419	GCF_029846405.1	ASM2984640v1
NZ_SSOK01000063.1	Pseudomonas sp. BN415	2567889	SAMN11382831	251768	GCF_029871195.1	ASM2987119v1
NZ_SSOJ01000102.1	Pseudomonas sp. BN417	2567890	SAMN11382832	23057	GCF_029871205.1	ASM2987120v1
NZ_SSOM01000080.1	Pseudomonas sp. BN411	2567887	SAMN11382829	312180	GCF_029871235.1	ASM2987123v1
NZ_SSOL01000040.1	Pseudomonas sp. BN414	2567888	SAMN11382830	272905	GCF_029871275.1	ASM2987127v1
NZ_SSOF01000075.1	Pseudomonas sp. BN606	2567894	SAMN11382836	268542	GCF_029873115.1	ASM2987311v1
NZ_SSOG01000019.1	Pseudomonas sp. BN605	2567893	SAMN11382835	317404	GCF_029873135.1	ASM2987313v1
NZ_SSOH01000083.1	Pseudomonas sp. BN515	2567892	SAMN11382834	113021	GCF_029873155.1	ASM2987315v1
NZ_SSOI01000050.1	Pseudomonas sp. BN505	2567891	SAMN11382833	319715	GCF_029873175.1	ASM2987317v1
NZ_JAKMZE010000006.1	Vibrio splendidus	29497	SAMN25002035	261332	GCF_029890485.1	ASM2989048v1
NZ_JAKMZD010000004.1	Vibrio splendidus	29497	SAMN25002034	219002	GCF_029890505.1	ASM2989050v1
NZ_JAKMZC010000005.1	Vibrio sp. S/42/10	2914757	SAMN25002033	345601	GCF_029890535.1	ASM2989053v1
NZ_JAKMZB010000001.1	Vibrio splendidus	29497	SAMN25002032	486690	GCF_029890585.1	ASM2989058v1
NZ_JAKMYX010000002.1	Vibrio splendidus	29497	SAMN25002027	156625	GCF_029890605.1	ASM2989060v1
NZ_JAKMYY010000014.1	Vibrio splendidus	29497	SAMN25002028	198702	GCF_029890615.1	ASM2989061v1
NZ_JAKMYR010000025.1	Vibrio splendidus	29497	SAMN25002021	59427	GCF_029890725.1	ASM2989072v1
NZ_JAKMYJ010000001.1	Vibrio splendidus	29497	SAMN25002013	244739	GCF_029890905.1	ASM2989090v1
NZ_JAKMYA010000005.1	Vibrio lentus	136468	SAMN25002004	203930	GCF_029891085.1	ASM2989108v1
NZ_JAKMZH010000001.1	Vibrio splendidus	29497	SAMN25087055	611286	GCF_029891265.1	ASM2989126v1
NZ_CP094660.1	Vibrio lentus	136468	SAMN16480605	1922016	GCF_029910115.1	ASM2991011v1
NZ_JAPYQC010000030.1	Sulfitobacter sp.	1903071	SAMN30800977	23379	GCF_029937355.1	ASM2993735v1
NZ_JASBRH010000032.1	Pontibacterium granulatum	2036029	SAMN34575699	47133	GCF_029961155.1	ASM2996115v1
NZ_JASBQQ010000003.1	Defluviimonas aestuarii	1130726	SAMN34579179	560796	GCF_029961185.1	ASM2996118v1
NZ_JASCAE010000088.1	Pseudomonas sp. V98_8	3044228	SAMN34510210	24834	GCF_029967975.1	ASM2996797v1
NZ_JAKUMF010000001.1	Cobetia sp. BMC6	2920521	SAMN26185811	976750	GCF_029991385.1	ASM2999138v1
NZ_JASCSA010000015.1	Cobetia amphilecti	1055104	SAMN34085106	84042	GCF_030010415.1	ASM3001041v1
NZ_JASCQP010000038.1	Halomonas rhizosphaerae	3043296	SAMN34368798	81419	GCF_030010555.1	ASM3001055v1
NZ_JASCQQ010000034.1	Halomonas rhizosphaerae	3043296	SAMN34368797	139585	GCF_030012485.1	ASM3001248v1
NZ_JAKUME010000033.1	Halomonas sp. BMC7	2920520	SAMN26185812	362442	GCF_030015165.1	ASM3001516v1
NZ_JASGBJ010000002.1	Marinobacter sp. CHS3-4	3045174	SAMN34994603	1249677	GCF_030053415.1	ASM3005341v1
NZ_CP125876.1	Vibrio harveyi	669	SAMN35083898	2244175	GCF_030060435.1	ASM3006043v1
NZ_CP125871.1	Phaeobacter inhibens	221822	SAMN35084613	291202	GCF_030060455.1	ASM3006045v1
NZ_JASISN010000007.1	Planococcus sp. S3-L1	3046200	SAMN35035431	138105	GCF_030063085.1	ASM3006308v1
NZ_CP114184.2	Vibrio parahaemolyticus	670	SAMN32136210	1925290	GCF_030064615.2	ASM3006461v2
NZ_JASKHY010000029.1	Pseudomonas protegens	380021	SAMN35301204	45235	GCF_030124285.1	ASM3012428v1
NZ_JASBTN010000007.1	Aliiroseovarius sp.	1872442	SAMN34434860	67679	GCF_030148435.1	ASM3014843v1
NZ_JASBTG010000096.1	Marivita sp.	2003365	SAMN34434853	240601	GCF_030148515.1	ASM3014851v1
NZ_JASBSP010000011.1	Roseovarius sp.	1486281	SAMN34434836	312429	GCF_030148855.1	ASM3014885v1
NZ_BSKD01000007.1	Pseudomonas putida	303	SAMD00576508	273763	GCF_030159475.1	ASM3015947v1
NZ_BSKE01000003.1	Pseudomonas putida	303	SAMD00576510	433592	GCF_030159495.1	ASM3015949v1
NZ_BSKG01000001.1	Pseudomonas putida	303	SAMD00576513	606321	GCF_030159535.1	ASM3015953v1
NZ_BSKH01000007.1	Pseudomonas putida	303	SAMD00576514	299111	GCF_030159555.1	ASM3015955v1
NZ_CP117819.1	Lentibacter algarum	576131	SAMN33182373	2974279	GCF_030159915.1	ASM3015991v1
NZ_BSNX01000075.1	Vibrio penaeicida	104609	SAMD00238649	967114	GCF_030160215.1	ASM3016021v1
NZ_BSOE01000054.1	Vibrio hyugaensis	1534743	SAMD00238695	999727	GCF_030160355.1	ASM3016035v1
NZ_BSOU01000005.1	Aliivibrio sifiae	566293	SAMD00576797	483621	GCF_030160675.1	ASM3016067v1
NZ_JASSJY010000007.1	Vibrio parahaemolyticus	670	SAMN35549258	310712	GCF_030236635.1	ASM3023663v1
NZ_JAHGAC010000022.1	Vibrio sp. B172a	2835790	SAMN19108879	322733	GCF_030248355.1	ASM3024835v1
NZ_JAHGAD010000019.1	Vibrio sp. B181a	2835906	SAMN19156972	199599	GCF_030248375.1	ASM3024837v1
NZ_JAHGAE010000001.1	Vibrio sp. B511a	2835905	SAMN19156522	550072	GCF_030248435.1	ASM3024843v1
NZ_JAHGAF010000025.1	Vibrio sp. B513a	2836183	SAMN19162453	268203	GCF_030248455.1	ASM3024845v1
NZ_JAHGAG010000004.1	Vibrio sp. B516a	2836348	SAMN19189898	525186	GCF_030248465.1	ASM3024846v1
NZ_JAHGAH010000247.1	Vibrio sp. D173a	2836349	SAMN19189899	20792	GCF_030248475.1	ASM3024847v1
NZ_JAHGAI010000043.1	Vibrio sp. D401a	2836350	SAMN19189901	240065	GCF_030248515.1	ASM3024851v1
NZ_JAHGAK010000028.1	Vibrio sp. D409a	2836892	SAMN19232464	154267	GCF_030248555.1	ASM3024855v1
NZ_JAHGAL010000010.1	Vibrio sp. D415a	2836893	SAMN19232472	154300	GCF_030248575.1	ASM3024857v1
NZ_JAHGAM010000016.1	Vibrio sp. D417a	2836894	SAMN19233537	154373	GCF_030248595.1	ASM3024859v1
NZ_JAHGAO010000008.1	Vibrio sp. D421a	2836896	SAMN19233563	520335	GCF_030248615.1	ASM3024861v1
NZ_JAHGAN010000002.1	Vibrio sp. D420a	2836895	SAMN19233557	654707	GCF_030248625.1	ASM3024862v1
NZ_JAHGAP010000033.1	Vibrio sp. D431a	2837388	SAMN19241585	168187	GCF_030248655.1	ASM3024865v1
NZ_JAHPJK010000023.1	Vibrio sp. D406a	2836435	SAMN19231598	49106	GCF_030248695.1	ASM3024869v1
NZ_JAHPJK010000073.1	Vibrio sp. D406a	2836435	SAMN19231598	18904	GCF_030248695.1	ASM3024869v1
NZ_JASTKV010000028.1	Vibrio alginolyticus	663	SAMN35628445	1834309	GCF_030252615.1	ASM3025261v1
NZ_JASSPL010000015.1	Cobetia sp. LC6	3050947	SAMN34405141	105891	GCF_030264805.1	ASM3026480v1
NZ_BSTZ01000027.1	Metapseudomonas resinovorans	53412	SAMD00543517	88795	GCF_030269825.1	ASM3026982v1
NZ_BSYI01000004.1	Paralimibaculum aggregatum	3036245	SAMD00588798	216352	GCF_030270585.1	ASM3027058v1
NZ_CP127247.1	Parasedimentitalea psychrophila	2997337	SAMN35449585	4839724	GCF_030285785.1	ASM3028578v1
NZ_AP017987.1	Aminobacter sp. Y103A	1870862	SAMD00065688	519431	GCF_030294925.1	ASM3029492v1
NZ_AP028068.1	Vibrio apostichopi	3035453	SAMD00603155	2141826	GCF_030297155.1	ASM3029715v1
NZ_JAUALF010000002.1	Vibrio alginolyticus	663	SAMN35563661	264563	GCF_030346935.1	ASM3034693v1
NZ_JAUALG010000002.1	Vibrio alginolyticus	663	SAMN35563660	265084	GCF_030346975.1	ASM3034697v1
NZ_JARRAB010000007.1	Pseudomonas sp. sp1636	3036707	SAMN33900390	192637	GCF_030376615.1	ASM3037661v1
NZ_JAUDEX010000001.1	Pseudomonas guariconensis	1288410	SAMN35793967	5378923	GCF_030380665.1	ASM3038066v1
NZ_JAUDEY010000001.1	Pseudomonas guariconensis	1288410	SAMN35794209	5395351	GCF_030380685.1	ASM3038068v1
NZ_JAUDEZ010000001.1	Pseudomonas guariconensis	1288410	SAMN35794210	5395077	GCF_030382145.1	ASM3038214v1
NZ_JAPNXR010000002.1	Vibrio sp. 14N.309.X.WAT.E.F5	2998321	SAMN31874744	446529	GCF_030397615.1	ASM3039761v1
NZ_JASDDJ010000042.1	Psychrobacter sp. 5A.1	3035207	SAMN33771962	28407	GCF_030407455.1	ASM3040745v1
NZ_JASDCX010000071.1	Psychrobacter sp. APC 3350	3035195	SAMN33771950	15909	GCF_030407695.1	ASM3040769v1
NZ_JASDCS010000001.1	Psychrobacter sp. APC 3281	3035190	SAMN33771945	502341	GCF_030407815.1	ASM3040781v1
NZ_JAUFPO010000009.1	Halomonas almeriensis	308163	SAMN35653729	665742	GCF_030409235.1	ASM3040923v1
NZ_JAUFQC010000001.1	Vibrio ostreicida	526588	SAMN35653712	3099831	GCF_030409575.1	ASM3040957v1
NZ_JAUFQD010000014.1	Vibrio gallaecicus	552386	SAMN35653711	1839103	GCF_030409595.1	ASM3040959v1
NZ_JAUFQE010000001.1	Vibrio lentus	136468	SAMN35653710	1952741	GCF_030409755.1	ASM3040975v1
NZ_JAUFQV010000009.1	Vibrio tapetis subsp. quintayensis	1926258	SAMN35653671	84155	GCF_030409945.1	ASM3040994v1
NZ_JAUFQX010000001.1	Vibrio cortegadensis	1328770	SAMN35653668	517634	GCF_030410015.1	ASM3041001v1
NZ_JAUFRA010000005.1	Marivivens donghaensis	1699413	SAMN35653664	774738	GCF_030410045.1	ASM3041004v1
NZ_JAUHUI010000006.1	Pseudomonas sp. 2,4-D	3058433	SAMN36271038	165141	GCF_030418155.1	ASM3041815v1
NZ_CP097524.1	Pseudomonas putida	303	SAMN28173431	6181897	GCF_030440385.1	ASM3044038v1
NZ_JAKDHX010000003.1	Pseudomonas sp.	306	SAMN23026905	93843	GCF_030450835.1	ASM3045083v1
NZ_JAKDHR010000002.1	Pseudomonas sp.	306	SAMN23026899	92549	GCF_030450905.1	ASM3045090v1
NZ_JAUJYY010000001.1	Vibrio alginolyticus	663	SAMN36346887	657891	GCF_030487685.1	ASM3048768v1
NZ_JABFDU010000024.1	Pseudomonas putida	303	SAMN14559935	107666	GCF_030505095.1	ASM3050509v1
NZ_JABFDT010000024.1	Pseudomonas putida	303	SAMN14559936	107666	GCF_030505105.1	ASM3050510v1
NZ_JABFDQ010000007.1	Pseudomonas putida	303	SAMN14559939	247266	GCF_030505135.1	ASM3050513v1
NZ_JASSVN010000022.1	Marinobacter sp. SS8-8	3050452	SAMN35533416	53708	GCF_030540945.1	ASM3054094v1
NZ_JAUOPM010000013.1	Shimia thalassica	1715693	SAMN36511019	142966	GCF_030546835.1	ASM3054683v1
NZ_JAUOPR010000008.1	Shimia thalassica	1715693	SAMN36511014	197475	GCF_030546925.1	ASM3054692v1
NZ_JAUOPJ010000015.1	Celeribacter halophilus	576117	SAMN36511022	72016	GCF_030546965.1	ASM3054696v1
NZ_JAUOQG010000004.1	Vibrio splendidus	29497	SAMN36510999	359673	GCF_030547025.1	ASM3054702v1
NZ_JAUOPY010000015.1	Celeribacter halophilus	576117	SAMN36511007	73890	GCF_030547445.1	ASM3054744v1
NZ_JAUOQD010000010.1	Shimia thalassica	1715693	SAMN36511002	165189	GCF_030547525.1	ASM3054752v1
NZ_JAUOQE010000019.1	Amphritea sp. 1_MG-2023	3062670	SAMN36511001	84707	GCF_030547545.1	ASM3054754v1
NZ_JAUOQF010000004.1	Vibrio splendidus	29497	SAMN36511000	359795	GCF_030547605.1	ASM3054760v1
NZ_JAUOPV010000004.1	Photobacterium sanguinicancri	875932	SAMN36511010	349215	GCF_030547825.1	ASM3054782v1
NZ_JAUORK010000002.1	Cobetia amphilecti	1055104	SAMN36510969	342092	GCF_030547885.1	ASM3054788v1
NZ_JAUOPQ010000010.1	Shimia thalassica	1715693	SAMN36511015	198131	GCF_030547905.1	ASM3054790v1
NZ_JAUOSA010000021.1	Celeribacter halophilus	576117	SAMN36510953	43886	GCF_030548225.1	ASM3054822v1
NZ_JAUOSI010000016.1	Phaeobacter inhibens	221822	SAMN36510945	68750	GCF_030548405.1	ASM3054840v1
NZ_JAUOSV010000012.1	Shimia thalassica	1715693	SAMN36510932	165199	GCF_030548885.1	ASM3054888v1
NZ_JAUOSX010000002.1	Cobetia amphilecti	1055104	SAMN36510930	525752	GCF_030549035.1	ASM3054903v1
NZ_JAUYVY010000001.1	Vibrio splendidus	29497	SAMN36510906	351785	GCF_030688965.1	ASM3068896v1
NZ_JAUYWD010000001.1	Vibrio splendidus	29497	SAMN36510900	668182	GCF_030689035.1	ASM3068903v1
NZ_JAUYVS010000010.1	Shimia thalassica	1715693	SAMN36510914	197716	GCF_030689075.1	ASM3068907v1
NZ_JAUYVK010000004.1	Vibrio splendidus	29497	SAMN36510922	294578	GCF_030689105.1	ASM3068910v1
NZ_JAUYVR010000013.1	Shimia thalassica	1715693	SAMN36510915	165203	GCF_030689145.1	ASM3068914v1
NZ_JAUYVL010000002.1	Vibrio splendidus	29497	SAMN36510921	461949	GCF_030689225.1	ASM3068922v1
NZ_JAUYVQ010000011.1	Shimia thalassica	1715693	SAMN36510916	165208	GCF_030689265.1	ASM3068926v1
NZ_JAUYVM010000003.1	Vibrio penaeicida	104609	SAMN36510920	485147	GCF_030689305.1	ASM3068930v1
NZ_CP131930.1	Vibrio parahaemolyticus	670	SAMN36780134	1783125	GCF_030704285.1	ASM3070428v1
NZ_JAUZMX010000002.1	Photobacterium kishitanii	318456	SAMN36714502	1575758	GCF_030717005.1	ASM3071700v1
NZ_CP132007.1	Pseudomonas putida	303	SAMN36811527	6277483	GCF_030717425.1	ASM3071742v1
NZ_JAVAJI010000017.1	Psychrobacter faecalis	180588	SAMN36812903	72435	GCF_030718125.1	ASM3071812v1
NZ_CP132194.1	Psychrobacter sp. M13	3067275	SAMN36851403	3177391	GCF_030718935.1	ASM3071893v1
NZ_JANQYU010000036.1	Cypionkella sp.	2811411	SAMN29881382	18956	GCF_030728825.1	ASM3072882v1
NZ_JASHKA010000019.1	Roseibium sp. MMSF_3544	3046723	SAMN35053855	125038	GCF_030732845.1	ASM3073284v1
NZ_JASHJK010000021.1	Roseovarius sp. MMSF_3448	3046713	SAMN35053839	71896	GCF_030733245.1	ASM3073324v1
NZ_JASHJI010000003.1	Roseibium sp. MMSF_3412	3046712	SAMN35053837	551996	GCF_030733265.1	ASM3073326v1
NZ_JASHJG010000045.1	Aquicoccus porphyridii	1852029	SAMN35053835	33469	GCF_030733285.1	ASM3073328v1
NZ_JASHJC010000003.1	Roseovarius sp. MMSF_3359	3046707	SAMN35053831	404711	GCF_030733385.1	ASM3073338v1
NZ_JASHIZ010000011.1	Roseovarius sp. MMSF_3350	3046706	SAMN35053828	144191	GCF_030733425.1	ASM3073342v1
NZ_JASHIT010000058.1	Halomonas sp. MMSF_3323	3046701	SAMN35053822	25257	GCF_030733595.1	ASM3073359v1
NZ_JASHIP010000003.1	Roseovarius sp. MMSF_3305	3046697	SAMN35053818	336245	GCF_030733645.1	ASM3073364v1
NZ_JASHIM010000011.1	Roseovarius sp. MMSF_3281	3046694	SAMN35053815	121443	GCF_030733685.1	ASM3073368v1
NZ_JASHIN010000029.1	Roseovarius sp. MMSF_3298	3046695	SAMN35053816	50248	GCF_030733705.1	ASM3073370v1
NZ_JAVAMO010000001.1	Ruegeria sp. 2205SS24-7	3064389	SAMN36706530	1376088	GCF_030758345.1	ASM3075834v1
NZ_JAUTCG010000019.1	Pseudomonas putida	303	SAMN36744145	108421	GCF_030784165.1	ASM3078416v1
NZ_JAUTCH010000004.1	Pseudomonas protegens	380021	SAMN36744144	504242	GCF_030784225.1	ASM3078422v1
NZ_JAUTCF010000006.1	Pseudomonas putida	303	SAMN36744146	305439	GCF_030784235.1	ASM3078423v1
NZ_JAUSSR010000004.1	Pseudomonas lini	163011	SAMN18242894	421757	GCF_030812475.1	ASM3081247v1
NZ_JAUSUL010000002.1	Amorphus orientalis	649198	SAMN18243392	1458617	GCF_030814015.1	ASM3081401v1
NZ_JAUSVR010000014.1	Ancylobacter amanitiformis	217069	SAMN35367920	95231	GCF_030814815.1	ASM3081481v1
NZ_JAUSVX010000003.1	Labrys wisconsinensis	425677	SAMN35367924	589863	GCF_030814995.1	ASM3081499v1
NZ_JAUQYA010000003.1	Albidovulum sp.	1872424	SAMN36631352	22953	GCF_030837785.1	ASM3083778v1
NZ_CP132542.1	Coralliovum pocilloporae	3066369	SAMN36768140	3918007	GCF_030845175.1	ASM3084517v1
NZ_CP132595.1	Psychrobacter sp. van23A	3064892	SAMN36921344	3136206	GCF_030845275.1	ASM3084527v1
NZ_CP118224.1	Oceanimonas pelagia	3028314	SAMN33296176	3592406	GCF_030849025.1	ASM3084902v1
NZ_JAVDLU010000012.1	Pseudomonas putida	303	SAMN36985096	147651	GCF_030851925.1	ASM3085192v1
NZ_CP099949.1	Vibrio alginolyticus	663	SAMN29333292	1855047	GCF_030991365.1	ASM3099136v1
NZ_CP099952.1	Vibrio alginolyticus	663	SAMN29333291	1931379	GCF_030991385.1	ASM3099138v1
NZ_CP099920.1	Vibrio parahaemolyticus	670	SAMN29333288	1830598	GCF_030994145.1	ASM3099414v1
NZ_CP099923.1	Vibrio parahaemolyticus	670	SAMN29333286	1827219	GCF_030994185.1	ASM3099418v1
NZ_CP099929.1	Vibrio parahaemolyticus	670	SAMN29333284	1858642	GCF_030994225.1	ASM3099422v1
NZ_CP099957.1	Vibrio alginolyticus	663	SAMN29333275	1866941	GCF_030995125.1	ASM3099512v1
NZ_JAVHYJ010000003.1	Pseudomonas plecoglossicida	70775	SAMN37158112	286712	GCF_031119035.1	ASM3111903v1
NZ_JAVIXR010000002.1	Marinobacter sediminicola	3072994	SAMN35527782	490916	GCF_031157525.1	ASM3115752v1
NZ_JARWAM010000001.1	Franzmannia qiaohouensis	1329370	SAMN34164685	452463	GCF_031451695.1	ASM3145169v1
NZ_JARWMY010000001.1	Halomonas icarae	2691040	SAMN34210210	487007	GCF_031451795.1	ASM3145179v1
NZ_JAVLAY010000011.1	Sediminimonas sp.	2823379	SAMN37160351	64854	GCF_031580805.1	ASM3158080v1
NZ_JAVMBO010000017.1	Marinobacter xiaoshiensis	3073652	SAMN35527783	777870	GCF_031631795.1	ASM3163179v1
NZ_JAVQRI010000005.1	Pseudomonas protegens	380021	SAMN37404454	563643	GCF_031824815.1	ASM3182481v1
NZ_CP134602.1	Pseudomonas putida	303	SAMN37319580	6302573	GCF_031844645.1	ASM3184464v1
NZ_JAVRMB020000246.1	Endozoicomonas sp.	1892382	SAMN36307641	47378	GCF_031844845.1	ASM3184484v2
NZ_JAVRGA010000009.1	Halomonas sp. PAR8	3075515	SAMN37370167	143519	GCF_031845945.1	ASM3184594v1
NZ_JAVRGB010000024.1	Halomonas sp. PAR7	3075514	SAMN37370166	46605	GCF_031845965.1	ASM3184596v1
NZ_JAVRGC010000003.1	Halomonas sp. LES1	3075513	SAMN37370165	623062	GCF_031846005.1	ASM3184600v1
NZ_JASSPS010000014.1	Halomonas piscis	3031727	SAMN35563076	57372	GCF_031935665.1	ASM3193566v1
NZ_JAUSWT010000001.1	Pseudomonas protegens	380021	SAMN34299890	1509269	GCF_031954405.1	ASM3195440v1
NZ_DAMAMY010000012.1	Psychrobacter faecalis	180588	SAMN29160972	85841	GCF_032073705.1	ASM3207370v1
NZ_DAMDOD010000029.1	Pseudomonas sp.	306	SAMN29163879	47219	GCF_032083405.1	ASM3208340v1
NZ_DAMDTU010000010.1	Sporosarcina ureae	1571	SAMN29164026	87771	GCF_032086855.1	ASM3208685v1
NZ_DAMDTH010000009.1	Sporosarcina ureae	1571	SAMN29164013	74157	GCF_032087075.1	ASM3208707v1
NZ_JAVXUR010000008.1	Halomonas saccharevitans	416872	SAMN37482664	87654	GCF_032333995.1	ASM3233399v1
NZ_JANSLM010000004.1	Paraburkholderia fungorum	134537	SAMN30403760	693604	GCF_032335075.1	ASM3233507v1
NZ_VYKE01000155.1	Pseudomonas sp. JV245A	1890668	SAMN12785163	11798	GCF_032424515.1	ASM3242451v1
NZ_JAUDRA010000001.1	Vibrio parahaemolyticus	670	SAMN35889550	1700149	GCF_032460215.1	ASM3246021v1
NZ_CP135969.1	Vibrio alginolyticus	663	SAMN37503413	1876626	GCF_032463505.1	ASM3246350v1
NZ_JAWHTC010000002.1	Aliisedimentitalea sp. MJ-SS2	3049795	SAMN37699874	1237252	GCF_032586155.1	ASM3258615v1
NZ_JASMWN010000018.1	Sedimentitalea todarodis	1631240	SAMN35370963	112416	GCF_032595355.1	ASM3259535v1
NZ_WBOG01000001.1	Vibrio sp. 1-2-3a	2650943	SAMN12862052	1353915	GCF_032648545.1	ASM3264854v1
NZ_WBOH01000008.1	Vibrio sp. 2-1-2a	2650944	SAMN12862100	137704	GCF_032648565.1	ASM3264856v1
NZ_JAVQHM010000001.1	Ostreiculturibacter nitratireducens	3075226	SAMN37341002	1494517	GCF_032670525.1	ASM3267052v1
NZ_JAVQHL010000001.1	Ostreiculturibacter nitratireducens	3075226	SAMN37341001	1509306	GCF_032670585.1	ASM3267058v1
NZ_CP136395.1	Pseudomonas putida	303	SAMN37648163	6183439	GCF_032681205.1	ASM3268120v1
NZ_JAWIVC010000086.1	Alcaligenes faecalis	511	SAMN37791131	126849	GCF_032803585.1	ASM3280358v1
NZ_CP146606.1	Roseovarius rhodophyticola	3080827	SAMN37789661	3612961	GCF_032842945.2	ASM3284294v2
NZ_CP136600.1	Thalassotalea fonticola	3065649	SAMN37286303	4900776	GCF_032911225.1	ASM3291122v1
NZ_JAWJUV010000001.1	Shimia sp. FJ5	3079054	SAMN37731247	1285601	GCF_032918335.1	ASM3291833v1
NZ_CP136695.1	Cobetia amphilecti	1055104	SAMN37594966	4132234	GCF_032923285.1	ASM3292328v1
NZ_CP136707.1	Tritonibacter scottomollicae	483013	SAMN37594964	241082	GCF_032924845.1	ASM3292484v1
NZ_JAWJYI010000034.1	Vibrio diabolicus	50719	SAMN37672058	60445	GCF_032970405.1	ASM3297040v1
NZ_JAWJYE010000013.1	Vibrio sp. T13N	3080011	SAMN37672054	125511	GCF_032970445.1	ASM3297044v1
NZ_JAWJYG010000011.1	Vibrio diabolicus	50719	SAMN37672056	204431	GCF_032970465.1	ASM3297046v1
NZ_JAWJYH010000024.1	Vibrio diabolicus	50719	SAMN37672057	71370	GCF_032970485.1	ASM3297048v1
NZ_JAWJYJ010000015.1	Vibrio diabolicus	50719	SAMN37830366	150843	GCF_032970805.1	ASM3297080v1
NZ_JAWJZI010000002.1	Photobacterium rosenbergii	294936	SAMN37879167	828442	GCF_033022775.1	ASM3302277v1
NZ_AP019365.1	Pseudomonas sp. KU43P	2487887	SAMD00151124	5869691	GCF_033095865.1	ASM3309586v1
NZ_JAWLVH010000001.1	Roseovarius sp. 10	3080563	SAMN37733162	1436719	GCF_033100315.1	ASM3310031v1
NZ_CP137332.1	Pseudomonas sp. HTZ2	3075220	SAMN37355080	5314177	GCF_033173945.1	ASM3317394v1
NZ_BSFZ01000001.1	Vibrio sp. MACH09	3025122	SAMD00576163	3341365	GCF_033238805.1	ASM3323880v1
NZ_BSKP01000002.1	Phaeobacter inhibens	221822	SAMD00577193	216586	GCF_033238845.1	ASM3323884v1
NZ_BSKQ01000001.1	Phaeobacter italicus	481446	SAMD00577194	3517253	GCF_033238885.1	ASM3323888v1
NZ_JAUBDI010000009.1	Sporosarcina saromensis	359365	SAMN35788653	135050	GCF_033253735.1	ASM3325373v1
NZ_JAWOQO010000005.1	Vibrio sp. YT-18	3074709	SAMN37342414	302638	GCF_033337345.1	ASM3333734v1
NZ_JAWOQP010000007.1	Vibrio sp. YT-17	3074708	SAMN37342413	210359	GCF_033337375.1	ASM3333737v1
NZ_JAWOQN010000017.1	Vibrio sp. YT-19(2023)	3074710	SAMN37342415	125908	GCF_033337395.1	ASM3333739v1
NZ_JAWOQQ010000005.1	Vibrio sp. YT-16	3074707	SAMN37342412	367565	GCF_033337405.1	ASM3333740v1
NZ_JAWOQT010000005.1	Vibrio sp. Y159	3074703	SAMN37342408	369651	GCF_033337435.1	ASM3333743v1
NZ_JAWOQR010000001.1	Vibrio sp. YT-15	3074706	SAMN37342411	924204	GCF_033337445.1	ASM3333744v1
NZ_JAWOQU010000004.1	Vibrio sp. Vb5035	3074702	SAMN37342407	470903	GCF_033337475.1	ASM3333747v1
NZ_JAWOQW010000001.1	Vibrio sp. Vb5032	3074700	SAMN37342405	565880	GCF_033337495.1	ASM3333749v1
NZ_JAWOQV010000003.1	Vibrio sp. Vb5034	3074701	SAMN37342406	470903	GCF_033337515.1	ASM3333751v1
