Protein	ncbi.taxid	Organism	Start	Stop	Strand	Nucleotide.Accession	Assembly	gene.length	protein.length	cluster.representative	query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	protein.function	distance.to.min
WP_305857519.1	75684	Balneatrix alpica	19719	21446	-	NZ_JAUESS010000011.1	GCF_030733805.1	1728	576	WP_035460498.1	OBi1_02316	49.647	566	271	6	15	576	14	569	2.2e-172	511	hydroxylase	2868
WP_305857522.1	75684	Balneatrix alpica	25103	26662	+	NZ_JAUESS010000011.1	GCF_030733805.1	1560	520	WP_027311697.1	OBi1_02317	52.49	522	245	1	1	522	1	519	3.54e-176	516	permease	2516
WP_027311698.1	75684	Balneatrix alpica	26703	27095	+	NZ_JAUEST010000012.1	GCF_030710695.1	393	131	WP_027311698.1	OBi1_02314	64.463	121	43	0	1	121	1	121	1.13e-48	162	RidA	4116
WP_305857520.1	75684	Balneatrix alpica	22587	24032	+	NZ_JAUEST010000012.1	GCF_030710695.1	1446	482	WP_027311695.1	OBi1_02319	70.551	472	139	0	17	488	9	480	0	687	aminoaldehyde dehydrogenase	0
WP_305857521.1	75684	Balneatrix alpica	24042	25034	+	NZ_JAUEST010000012.1	GCF_030710695.1	993	331	WP_027311696.1	OBi1_02318	72.866	328	89	0	1	328	1	328	0	518	aminohydrolase	1455
WP_027311692.1	75684	Balneatrix alpica	18967	19719	-	NZ_JAUEST010000012.1	GCF_030710695.1	753	251	WP_027311692.1	OBi1_02315	27.344	256	177	3	1	255	1	248	1.64e-25	111	dehydrogenase	3620
WP_305857519.1	75684	Balneatrix alpica	19719	21446	-	NZ_JAUEST010000012.1	GCF_030710695.1	1728	576	WP_035460498.1	OBi1_02316	49.647	566	271	6	15	576	14	569	2.2e-172	511	hydroxylase	2868
WP_305857522.1	75684	Balneatrix alpica	25103	26662	+	NZ_JAUEST010000012.1	GCF_030710695.1	1560	520	WP_027311697.1	OBi1_02317	52.49	522	245	1	1	522	1	519	3.54e-176	516	permease	2516
WP_264824317.1	308163	Halomonas almeriensis	75916	77358	-	NZ_JAUFPO010000009.1	GCF_030409235.1	1443	481	WP_141320750.1	OBi1_02319	81.013	474	90	0	14	487	5	478	0	813	aminoaldehyde dehydrogenase	1025
WP_290314049.1	308163	Halomonas almeriensis	74891	75895	-	NZ_JAUFPO010000009.1	GCF_030409235.1	1005	335	WP_141320751.1	OBi1_02318	77.301	326	74	0	1	326	1	326	0	535	aminohydrolase	0
WP_264824321.1	308163	Halomonas almeriensis	70674	71441	-	NZ_JAUFPO010000009.1	GCF_030409235.1	768	256	WP_141320756.1	OBi1_02315	72.519	262	65	1	1	262	1	255	3.33e-129	376	dehydrogenase	4217
WP_264824320.1	308163	Halomonas almeriensis	71485	73221	-	NZ_JAUFPO010000009.1	GCF_030409235.1	1737	579	WP_246053892.1	OBi1_02316	73.022	556	150	0	19	574	16	571	0	836	hydroxylase	3406
WP_264824319.1	308163	Halomonas almeriensis	73214	74800	-	NZ_JAUFPO010000009.1	GCF_030409235.1	1587	529	WP_141320754.1	OBi1_02317	79.808	520	105	0	7	526	2	521	0	841	permease	1677
WP_076586836.1	526588	Vibrio ostreicida	1741437	1741835	+	NZ_JAUFQC010000001.1	GCF_030409575.1	399	133	WP_076586836.1	OBi1_02314	69.421	121	37	0	3	123	8	128	1.26e-54	177	RidA	1986
WP_076586833.1	526588	Vibrio ostreicida	1741913	1743373	+	NZ_JAUFQC010000001.1	GCF_030409575.1	1461	487	WP_076586833.1	OBi1_02319	62.766	470	175	0	16	485	13	482	0	627	aminoaldehyde dehydrogenase	1510
WP_076586831.1	526588	Vibrio ostreicida	1743423	1744412	+	NZ_JAUFQC010000001.1	GCF_030409575.1	990	330	WP_076586831.1	OBi1_02318	60.802	324	127	0	1	324	1	324	1.25e-151	439	aminohydrolase	0
WP_170882888.1	526588	Vibrio ostreicida	1747941	1748669	+	NZ_JAUFQC010000001.1	GCF_030409575.1	729	243	WP_170882888.1	OBi1_02315	26.848	257	168	5	1	255	1	239	4.87e-12	75.1	dehydrogenase	4518
WP_170882889.1	526588	Vibrio ostreicida	1746208	1747944	+	NZ_JAUFQC010000001.1	GCF_030409575.1	1737	579	WP_170882889.1	OBi1_02316	43.793	580	300	5	12	582	6	568	1.55e-162	486	hydroxylase	2785
WP_170882890.1	526588	Vibrio ostreicida	1744533	1746119	+	NZ_JAUFQC010000001.1	GCF_030409575.1	1587	529	WP_076586829.1	OBi1_02317	49.385	488	244	1	34	521	43	527	8.45e-172	506	permease	1110
WP_137371765.1	662	Vibrio gallaecicus	260814	261215	-	NZ_JAUFQD010000014.1	GCF_030409595.1	402	134	WP_303556119.1	OBi1_02314	71.667	120	34	0	3	122	8	127	1.93e-57	184	RidA	1605
WP_137372250.1	552386	Vibrio gallaecicus	259209	260684	-	NZ_JAUFQD010000014.1	GCF_030409595.1	1476	492	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	0
WP_137371764.1	552386	Vibrio gallaecicus	258150	259136	-	NZ_JAUFQD010000014.1	GCF_030409595.1	987	329	WP_101041324.1	OBi1_02318	61.42	324	125	0	1	324	1	324	2.94e-149	432	aminohydrolase	1059
WP_137371761.1	552386	Vibrio gallaecicus	253651	254394	-	NZ_JAUFQD010000014.1	GCF_030409595.1	744	248	WP_171734460.1	OBi1_02315	31.939	263	148	9	1	255	1	240	2.17e-17	89.7	dehydrogenase	5558
WP_290347015.1	552386	Vibrio gallaecicus	254391	256166	-	NZ_JAUFQD010000014.1	GCF_030409595.1	1776	592	WP_137371762.1	OBi1_02316	44.097	576	296	4	12	573	23	586	2.59e-159	479	hydroxylase	4818
WP_137371763.1	552386	Vibrio gallaecicus	256307	257917	-	NZ_JAUFQD010000014.1	GCF_030409595.1	1611	537	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	2902
WP_290324944.1	52443	Vibrio tapetis subsp. quintayensis	11019	12479	-	NZ_JAUFQV010000009.1	GCF_030409945.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	2794
WP_290324810.1	52443	Vibrio tapetis subsp. quintayensis	9962	10951	-	NZ_JAUFQV010000009.1	GCF_030409945.1	990	330	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	1737
WP_102523633.1	52443	Vibrio tapetis subsp. quintayensis	5672	6409	-	NZ_JAUFQV010000009.1	GCF_030409945.1	738	246	WP_102523633.1	OBi1_02315	29.851	268	149	9	1	255	1	242	2.02e-16	87	dehydrogenase	2553
WP_290324807.1	52443	Vibrio tapetis subsp. quintayensis	6406	8139	-	NZ_JAUFQV010000009.1	GCF_030409945.1	1734	578	WP_231897819.1	OBi1_02316	45.855	567	290	5	12	573	6	560	2.9e-164	491	hydroxylase	1819
WP_290324809.1	52443	Vibrio tapetis subsp. quintayensis	8225	9847	-	NZ_JAUFQV010000009.1	GCF_030409945.1	1623	541	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	0
WP_136994779.1	662	Vibrio cortegadensis	398648	399046	+	NZ_JAUFQX010000001.1	GCF_030410015.1	399	133	WP_150896303.1	OBi1_02314	70	120	36	0	3	122	8	127	6.24e-55	177	RidA	462
WP_261890134.1	1328770	Vibrio cortegadensis	399110	400570	+	NZ_JAUFQX010000001.1	GCF_030410015.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	0
WP_017051352.1	662	Vibrio cortegadensis	400674	401672	+	NZ_JAUFQX010000001.1	GCF_030410015.1	999	333	WP_017051352.1	OBi1_02318	61.42	324	125	0	1	324	1	324	1.33e-153	444	aminohydrolase	1564
WP_261890119.1	1328770	Vibrio cortegadensis	405407	406138	+	NZ_JAUFQX010000001.1	GCF_030410015.1	732	244	WP_171755733.1	OBi1_02315	27.843	255	169	4	1	255	1	240	2.88e-15	84	dehydrogenase	6297
WP_261890120.1	1328770	Vibrio cortegadensis	403623	405410	+	NZ_JAUFQX010000001.1	GCF_030410015.1	1788	596	WP_216599502.1	OBi1_02316	45.907	562	296	3	12	573	6	559	3.11e-174	517	hydroxylase	4513
WP_113800071.1	662	Vibrio cortegadensis	401809	403443	+	NZ_JAUFQX010000001.1	GCF_030410015.1	1635	545	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	2699
WP_249945327.1	1699413	Marivivens donghaensis	524585	526027	-	NZ_JAUFRA010000005.1	GCF_030410045.1	1443	481	WP_243614188.1	OBi1_02319	61.783	471	180	0	18	488	4	474	0	607	aminoaldehyde dehydrogenase	2647
WP_067548477.1	1759396	Marivivens donghaensis	523602	524585	-	NZ_JAUFRA010000005.1	GCF_030410045.1	984	328	WP_067548477.1	OBi1_02318	58.025	324	134	2	6	328	1	323	6.86e-138	404	aminohydrolase	1664
WP_249945329.1	1699413	Marivivens donghaensis	521369	521941	-	NZ_JAUFRA010000005.1	GCF_030410045.1	573	191	WP_249945329.1	SPO3188	47.619	210	90	2	1	210	1	190	3.9e-50	171	dehydrogenase	569
WP_249945328.1	1699413	Marivivens donghaensis	521938	523605	-	NZ_JAUFRA010000005.1	GCF_030410045.1	1668	556	WP_249945328.1	OBi1_02316	41.786	560	308	7	20	572	5	553	9.08e-123	384	hydroxylase	0
WP_003254071.1	286	Pseudomonas sp. 2,4-D	113005	113376	-	NZ_JAUHUI010000006.1	GCF_030418155.1	372	124	WP_012052761.1	OBi1_02314	69.106	123	38	0	1	123	1	123	2.8e-56	181	RidA	1097
WP_070383837.1	286	Pseudomonas sp. 2,4-D	118429	119871	-	NZ_JAUHUI010000006.1	GCF_030418155.1	1443	481	WP_012052756.1	OBi1_02319	71.458	487	131	1	1	487	1	479	0	712	aminoaldehyde dehydrogenase	4327
WP_019436691.1	286	Pseudomonas sp. 2,4-D	117429	118415	-	NZ_JAUHUI010000006.1	GCF_030418155.1	987	329	WP_261943826.1	OBi1_02318	73.148	324	87	0	5	328	4	327	1.64e-179	509	aminohydrolase	3327
WP_014591372.1	286	Pseudomonas sp. 2,4-D	113404	114099	-	NZ_JAUHUI010000006.1	GCF_030418155.1	696	232	WP_129932146.1	OBi1_02315	34.351	262	141	4	1	262	1	231	4.16e-41	151	dehydrogenase	698
WP_070383835.1	286	Pseudomonas sp. 2,4-D	114102	115796	-	NZ_JAUHUI010000006.1	GCF_030418155.1	1695	565	WP_043195875.1	OBi1_02316	57.603	559	232	2	19	577	11	564	0	599	hydroxylase	0
WP_070383836.1	286	Pseudomonas sp. 2,4-D	115823	117373	-	NZ_JAUHUI010000006.1	GCF_030418155.1	1551	517	WP_166570185.1	OBi1_02317	46.232	491	256	5	34	522	32	516	9.68e-138	418	permease	1721
WP_005375789.1	662	Vibrio alginolyticus	557584	557982	-	NZ_JAUJYY010000001.1	GCF_030487685.1	399	133	WP_077649249.1	OBi1_02314	70.833	120	35	0	3	122	8	127	9.34e-56	180	RidA	6142
WP_005375790.1	662	Vibrio alginolyticus	556050	557510	-	NZ_JAUJYY010000001.1	GCF_030487685.1	1461	487	WP_005375790.1	OBi1_02319	64.979	474	166	0	12	485	9	482	0	659	aminoaldehyde dehydrogenase	4608
WP_053303711.1	662	Vibrio alginolyticus	554991	555980	-	NZ_JAUJYY010000001.1	GCF_030487685.1	990	330	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	3549
WP_053307776.1	662	Vibrio alginolyticus	550714	551445	-	NZ_JAUJYY010000001.1	GCF_030487685.1	732	244	WP_226420777.1	OBi1_02315	28.947	266	154	7	1	256	1	241	1.04e-10	71.2	dehydrogenase	728
WP_169644561.1	662	Vibrio alginolyticus	551442	553178	-	NZ_JAUJYY010000001.1	GCF_030487685.1	1737	579	WP_226420778.1	OBi1_02316	46.809	564	290	5	12	574	6	560	3.67e-175	518	hydroxylase	0
WP_303495020.1	576117	Celeribacter halophilus	58134	59582	-	NZ_JAUOPJ010000015.1	GCF_030546965.1	1449	483	WP_106164979.1	OBi1_02319	61.571	471	181	0	18	488	9	479	0	602	aminoaldehyde dehydrogenase	2605
WP_303495019.1	576117	Celeribacter halophilus	57136	58134	-	NZ_JAUOPJ010000015.1	GCF_030546965.1	999	333	WP_216043180.1	OBi1_02318	59.748	318	126	2	6	322	1	317	6.01e-141	411	aminohydrolase	1607
WP_303485635.1	576117	Celeribacter halophilus	53086	53736	-	NZ_JAUOPJ010000015.1	GCF_030546965.1	651	217	WP_303485635.1	SPO3188	48.848	217	103	4	1	210	1	216	4.95e-50	171	dehydrogenase	2443
WP_303495017.1	576117	Celeribacter halophilus	53733	55424	-	NZ_JAUOPJ010000015.1	GCF_030546965.1	1692	564	WP_216043179.1	OBi1_02316	41.682	559	311	6	19	570	6	556	5.9e-126	392	hydroxylase	1796
WP_303495018.1	576117	Celeribacter halophilus	55529	57073	-	NZ_JAUOPJ010000015.1	GCF_030546965.1	1545	515	WP_066605385.1	OBi1_02317	50.71	493	234	4	7	495	2	489	8.88e-149	446	permease	0
WP_303488444.1	1715693	Shimia thalassica	62346	63791	+	NZ_JAUOPM010000013.1	GCF_030546835.1	1446	482	WP_058312823.1	OBi1_02319	60.085	471	188	0	18	488	7	477	0	592	aminoaldehyde dehydrogenase	1445
WP_303488476.1	1715693	Shimia thalassica	63791	64771	+	NZ_JAUOPM010000013.1	GCF_030546835.1	981	327	WP_215969719.1	OBi1_02318	61.83	317	119	2	6	321	1	316	1.03e-144	421	aminohydrolase	0
WP_099272109.1	1715693	Shimia thalassica	66435	67007	+	NZ_JAUOPM010000013.1	GCF_030546835.1	573	191	WP_099272109.1	SPO3188	46.445	211	91	4	1	210	1	190	4.35e-43	153	dehydrogenase	2644
WP_303488445.1	1715693	Shimia thalassica	64771	66438	+	NZ_JAUOPM010000013.1	GCF_030546835.1	1668	556	WP_215969657.1	OBi1_02316	41.081	555	315	5	20	570	5	551	1.94e-125	390	hydroxylase	980
WP_099272112.1	1715693	Shimia thalassica	112108	113553	-	NZ_JAUOPQ010000010.1	GCF_030547905.1	1446	482	WP_058312823.1	OBi1_02319	60.085	471	188	0	18	488	7	477	0	592	aminoaldehyde dehydrogenase	980
WP_215969719.1	1715693	Shimia thalassica	111128	112108	-	NZ_JAUOPQ010000010.1	GCF_030547905.1	981	327	WP_215969719.1	OBi1_02318	61.83	317	119	2	6	321	1	316	1.03e-144	421	aminohydrolase	0
WP_215969656.1	1715693	Shimia thalassica	108892	109464	-	NZ_JAUOPQ010000010.1	GCF_030547905.1	573	191	WP_099272109.1	SPO3188	46.445	211	91	4	1	210	1	190	4.35e-43	153	dehydrogenase	2236
WP_215969657.1	1715693	Shimia thalassica	109461	111128	-	NZ_JAUOPQ010000010.1	GCF_030547905.1	1668	556	WP_215969657.1	OBi1_02316	41.081	555	315	5	20	570	5	551	1.94e-125	390	hydroxylase	1667
WP_099272112.1	1715693	Shimia thalassica	111477	112922	-	NZ_JAUOPR010000008.1	GCF_030546925.1	1446	482	WP_058312823.1	OBi1_02319	60.085	471	188	0	18	488	7	477	0	592	aminoaldehyde dehydrogenase	980
WP_282159264.1	1715693	Shimia thalassica	110497	111477	-	NZ_JAUOPR010000008.1	GCF_030546925.1	981	327	WP_215969719.1	OBi1_02318	61.83	317	119	2	6	321	1	316	1.03e-144	421	aminohydrolase	0
WP_303491970.1	1715693	Shimia thalassica	108261	108833	-	NZ_JAUOPR010000008.1	GCF_030546925.1	573	191	WP_099272109.1	SPO3188	46.445	211	91	4	1	210	1	190	4.35e-43	153	dehydrogenase	2236
WP_303491971.1	1715693	Shimia thalassica	108830	110497	-	NZ_JAUOPR010000008.1	GCF_030546925.1	1668	556	WP_215969657.1	OBi1_02316	41.081	555	315	5	20	570	5	551	1.94e-125	390	hydroxylase	1667
WP_066605428.1	576117	Celeribacter halophilus	30562	32010	-	NZ_JAUOPY010000015.1	GCF_030547445.1	1449	483	WP_106164979.1	OBi1_02319	61.571	471	181	0	18	488	9	479	0	602	aminoaldehyde dehydrogenase	2604
WP_216043180.1	576117	Celeribacter halophilus	29576	30562	-	NZ_JAUOPY010000015.1	GCF_030547445.1	987	329	WP_216043180.1	OBi1_02318	59.748	318	126	2	6	322	1	317	6.01e-141	411	aminohydrolase	1618
WP_216043178.1	576117	Celeribacter halophilus	25515	26165	-	NZ_JAUOPY010000015.1	GCF_030547445.1	651	217	WP_303485635.1	SPO3188	48.848	217	103	4	1	210	1	216	4.95e-50	171	dehydrogenase	2443
WP_216043179.1	576117	Celeribacter halophilus	26162	27853	-	NZ_JAUOPY010000015.1	GCF_030547445.1	1692	564	WP_216043179.1	OBi1_02316	41.682	559	311	6	19	570	6	556	5.9e-126	392	hydroxylase	1796
WP_066605385.1	576117	Celeribacter halophilus	27958	29502	-	NZ_JAUOPY010000015.1	GCF_030547445.1	1545	515	WP_066605385.1	OBi1_02317	50.71	493	234	4	7	495	2	489	8.88e-149	446	permease	0
WP_303552074.1	1715693	Shimia thalassica	79170	80615	-	NZ_JAUOQD010000010.1	GCF_030547525.1	1446	482	WP_058312823.1	OBi1_02319	60.085	471	188	0	18	488	7	477	0	592	aminoaldehyde dehydrogenase	980
WP_282159264.1	1715693	Shimia thalassica	78190	79170	-	NZ_JAUOQD010000010.1	GCF_030547525.1	981	327	WP_215969719.1	OBi1_02318	61.83	317	119	2	6	321	1	316	1.03e-144	421	aminohydrolase	0
WP_303552059.1	1715693	Shimia thalassica	75954	76526	-	NZ_JAUOQD010000010.1	GCF_030547525.1	573	191	WP_099272109.1	SPO3188	46.445	211	91	4	1	210	1	190	4.35e-43	153	dehydrogenase	2236
WP_303552072.1	1715693	Shimia thalassica	76523	78190	-	NZ_JAUOQD010000010.1	GCF_030547525.1	1668	556	WP_215969657.1	OBi1_02316	41.081	555	315	5	20	570	5	551	1.94e-125	390	hydroxylase	1667
WP_303580561.1	3062670	Amphritea sp. 1_MG-2023	4459	4839	-	NZ_JAUOQE010000019.1	GCF_030547545.1	381	127	WP_138986025.1	OBi1_02314	64.706	119	42	0	5	123	6	124	3.15e-49	163	RidA	2208
WP_303580562.1	3062670	Amphritea sp. 1_MG-2023	7702	9147	-	NZ_JAUOQE010000019.1	GCF_030547545.1	1446	482	WP_138986028.1	OBi1_02319	70.613	473	138	1	17	488	9	481	0	698	aminoaldehyde dehydrogenase	1035
WP_303580633.1	3062670	Amphritea sp. 1_MG-2023	6667	7653	-	NZ_JAUOQE010000019.1	GCF_030547545.1	987	329	WP_303580633.1	OBi1_02318	70.427	328	97	0	1	328	1	328	3.13e-179	508	aminohydrolase	0
WP_303580565.1	3062670	Amphritea sp. 1_MG-2023	12272	13021	+	NZ_JAUOQE010000019.1	GCF_030547545.1	750	250	WP_303580565.1	OBi1_02315	28.794	257	171	3	1	255	1	247	2.25e-33	131	dehydrogenase	5605
WP_303580564.1	3062670	Amphritea sp. 1_MG-2023	10551	12272	+	NZ_JAUOQE010000019.1	GCF_030547545.1	1722	574	WP_303580564.1	OBi1_02316	48.227	564	278	5	14	573	14	567	6.18e-180	530	hydroxylase	3884
WP_303580632.1	3062670	Amphritea sp. 1_MG-2023	4959	6479	-	NZ_JAUOQE010000019.1	GCF_030547545.1	1521	507	WP_217647455.1	OBi1_02317	57.315	499	209	2	25	522	11	506	0	548	permease	1708
WP_303485628.1	576117	Celeribacter halophilus	6387	7835	+	NZ_JAUOSA010000021.1	GCF_030548225.1	1449	483	WP_106164979.1	OBi1_02319	61.571	471	181	0	18	488	9	479	0	602	aminoaldehyde dehydrogenase	2508
WP_303485630.1	576117	Celeribacter halophilus	7835	8833	+	NZ_JAUOSA010000021.1	GCF_030548225.1	999	333	WP_216043180.1	OBi1_02318	59.748	318	126	2	6	322	1	317	6.01e-141	411	aminohydrolase	1060
WP_303485635.1	576117	Celeribacter halophilus	12232	12882	+	NZ_JAUOSA010000021.1	GCF_030548225.1	651	217	WP_303485635.1	SPO3188	48.848	217	103	4	1	210	1	216	4.95e-50	171	dehydrogenase	3337
WP_303485634.1	576117	Celeribacter halophilus	10544	12235	+	NZ_JAUOSA010000021.1	GCF_030548225.1	1692	564	WP_216043179.1	OBi1_02316	41.682	559	311	6	19	570	6	556	5.9e-126	392	hydroxylase	1649
WP_303485632.1	576117	Celeribacter halophilus	8895	10439	+	NZ_JAUOSA010000021.1	GCF_030548225.1	1545	515	WP_066605385.1	OBi1_02317	50.71	493	234	4	7	495	2	489	8.88e-149	446	permease	0
WP_044041948.1	221822	Phaeobacter inhibens	26997	28445	+	NZ_JAUOSI010000016.1	GCF_030548405.1	1449	483	WP_217356369.1	OBi1_02319	61.996	471	179	0	18	488	11	481	0	607	aminoaldehyde dehydrogenase	2503
WP_102850202.1	221822	Phaeobacter inhibens	28445	29437	+	NZ_JAUOSI010000016.1	GCF_030548405.1	993	331	WP_024099170.1	OBi1_02318	59.19	321	129	2	3	322	2	321	1.48e-140	410	aminohydrolase	1055
WP_027246498.1	221822	Phaeobacter inhibens	32836	33486	+	NZ_JAUOSI010000016.1	GCF_030548405.1	651	217	WP_118070416.1	SPO3188	48.848	217	103	5	1	210	1	216	5.11e-49	169	dehydrogenase	3336
WP_102850201.1	221822	Phaeobacter inhibens	31148	32839	+	NZ_JAUOSI010000016.1	GCF_030548405.1	1692	564	WP_014881773.1	OBi1_02316	39.535	559	323	7	19	570	6	556	4.74e-121	379	hydroxylase	1648
WP_061047332.1	221822	Phaeobacter inhibens	29500	31044	+	NZ_JAUOSI010000016.1	GCF_030548405.1	1545	515	WP_096790443.1	OBi1_02317	49.419	516	252	3	6	518	3	512	2.16e-161	479	permease	0
WP_099272112.1	1715693	Shimia thalassica	79179	80624	-	NZ_JAUOSV010000012.1	GCF_030548885.1	1446	482	WP_058312823.1	OBi1_02319	60.085	471	188	0	18	488	7	477	0	592	aminoaldehyde dehydrogenase	980
WP_303428117.1	1715693	Shimia thalassica	78199	79179	-	NZ_JAUOSV010000012.1	GCF_030548885.1	981	327	WP_215969719.1	OBi1_02318	61.83	317	119	2	6	321	1	316	1.03e-144	421	aminohydrolase	0
WP_303428115.1	1715693	Shimia thalassica	75963	76535	-	NZ_JAUOSV010000012.1	GCF_030548885.1	573	191	WP_099272109.1	SPO3188	46.445	211	91	4	1	210	1	190	4.35e-43	153	dehydrogenase	2236
WP_303428116.1	1715693	Shimia thalassica	76532	78199	-	NZ_JAUOSV010000012.1	GCF_030548885.1	1668	556	WP_215969657.1	OBi1_02316	41.081	555	315	5	20	570	5	551	1.94e-125	390	hydroxylase	1667
WP_307332806.1	163011	Pseudomonas lini	141620	141994	+	NZ_JAUSSR010000004.1	GCF_030812475.1	375	125	WP_262167235.1	OBi1_02314	66.129	124	42	0	1	124	1	124	5.45e-55	177	RidA	4053
WP_307332795.1	163011	Pseudomonas lini	135018	136460	+	NZ_JAUSSR010000004.1	GCF_030812475.1	1443	481	WP_007975233.1	OBi1_02319	71.975	471	132	0	17	487	9	479	0	719	aminoaldehyde dehydrogenase	2549
WP_307332797.1	163011	Pseudomonas lini	136474	137460	+	NZ_JAUSSR010000004.1	GCF_030812475.1	987	329	WP_008061104.1	OBi1_02318	72.05	322	90	0	5	326	4	325	4.96e-175	498	aminohydrolase	1093
WP_307332803.1	163011	Pseudomonas lini	140867	141592	+	NZ_JAUSSR010000004.1	GCF_030812475.1	726	242	WP_150801527.1	OBi1_02315	38.697	261	137	4	1	261	1	238	9.17e-54	184	dehydrogenase	3300
WP_307333337.1	163011	Pseudomonas lini	139147	140865	+	NZ_JAUSSR010000004.1	GCF_030812475.1	1719	573	WP_150817973.1	OBi1_02316	57.297	555	232	2	25	579	20	569	0	595	hydroxylase	1580
WP_307332800.1	163011	Pseudomonas lini	137567	139120	+	NZ_JAUSSR010000004.1	GCF_030812475.1	1554	518	WP_110660951.1	OBi1_02317	45.009	531	274	8	1	522	1	522	2.45e-137	417	permease	0
WP_307271631.1	425677	Labrys wisconsinensis	251778	253226	-	NZ_JAUSVX010000003.1	GCF_030814995.1	1449	483	WP_307271631.1	OBi1_02319	61.229	472	183	0	17	488	7	478	0	576	aminoaldehyde dehydrogenase	7222
WP_307271629.1	425677	Labrys wisconsinensis	250705	251778	-	NZ_JAUSVX010000003.1	GCF_030814995.1	1074	358	WP_307271629.1	OBi1_02318	52.439	328	145	4	6	333	8	324	2.14e-111	337	aminohydrolase	6149
WP_307271608.1	425677	Labrys wisconsinensis	243948	244556	-	NZ_JAUSVX010000003.1	GCF_030814995.1	609	203	WP_307271608.1	SPO3188	34.842	221	109	7	1	210	6	202	8.25e-08	61.6	dehydrogenase	608
WP_307271611.1	425677	Labrys wisconsinensis	244556	246205	-	NZ_JAUSVX010000003.1	GCF_030814995.1	1650	550	WP_307271611.1	OBi1_02316	44.139	546	290	5	19	562	11	543	2.4e-125	390	hydroxylase	0
WP_016486199.1	286	Pseudomonas putida	96834	97205	-	NZ_JAUTCF010000006.1	GCF_030784235.1	372	124	WP_012052761.1	OBi1_02314	69.106	123	38	0	1	123	1	123	2.8e-56	181	RidA	2819
WP_016486204.1	286	Pseudomonas putida	102259	103701	-	NZ_JAUTCF010000006.1	GCF_030784235.1	1443	481	WP_012052756.1	OBi1_02319	71.458	487	131	1	1	487	1	479	0	712	aminoaldehyde dehydrogenase	2606
WP_016486203.1	286	Pseudomonas putida	101259	102245	-	NZ_JAUTCF010000006.1	GCF_030784235.1	987	329	WP_261943826.1	OBi1_02318	73.148	324	87	0	5	328	4	327	1.64e-179	509	aminohydrolase	1606
WP_095114912.1	286	Pseudomonas putida	97234	97929	-	NZ_JAUTCF010000006.1	GCF_030784235.1	696	232	WP_060516750.1	OBi1_02315	35.115	262	139	6	1	262	1	231	2.56e-40	149	dehydrogenase	2419
WP_016486201.1	286	Pseudomonas putida	97932	99626	-	NZ_JAUTCF010000006.1	GCF_030784235.1	1695	565	WP_095114913.1	OBi1_02316	57.374	556	232	2	19	574	11	561	0	578	hydroxylase	1721
WP_016486202.1	286	Pseudomonas putida	99653	101203	-	NZ_JAUTCF010000006.1	GCF_030784235.1	1551	517	WP_166570185.1	OBi1_02317	46.232	491	256	5	34	522	32	516	9.68e-138	418	permease	0
WP_306380867.1	303	Pseudomonas putida	107964	108335	+	NZ_JAUTCG010000019.1	GCF_030784165.1	372	124	WP_012052761.1	OBi1_02314	69.106	123	38	0	1	123	1	123	2.8e-56	181	RidA	3998
WP_306380863.1	303	Pseudomonas putida	101468	102910	+	NZ_JAUTCG010000019.1	GCF_030784165.1	1443	481	WP_012052756.1	OBi1_02319	71.458	487	131	1	1	487	1	479	0	712	aminoaldehyde dehydrogenase	2498
WP_096425955.1	286	Pseudomonas putida	102924	103910	+	NZ_JAUTCG010000019.1	GCF_030784165.1	987	329	WP_261943826.1	OBi1_02318	73.148	324	87	0	5	328	4	327	1.64e-179	509	aminohydrolase	1042
WP_306380866.1	303	Pseudomonas putida	107240	107935	+	NZ_JAUTCG010000019.1	GCF_030784165.1	696	232	WP_060516750.1	OBi1_02315	35.115	262	139	6	1	262	1	231	2.56e-40	149	dehydrogenase	3274
WP_306380865.1	303	Pseudomonas putida	105543	107237	+	NZ_JAUTCG010000019.1	GCF_030784165.1	1695	565	WP_043195875.1	OBi1_02316	57.603	559	232	2	19	577	11	564	0	599	hydroxylase	1577
WP_306380864.1	303	Pseudomonas putida	103966	105516	+	NZ_JAUTCG010000019.1	GCF_030784165.1	1551	517	WP_166570185.1	OBi1_02317	46.232	491	256	5	34	522	32	516	9.68e-138	418	permease	0
