Protein	ncbi.taxid	Organism	Start	Stop	Strand	Nucleotide.Accession	Assembly	gene.length	protein.length	cluster.representative	query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	protein.function	distance.to.min	superkingdom	phylum	class	order	family	genus	species
WP_331404737.1	696485	Vibrio owensii	50426	50824	+	NZ_JATABB010000005.1	GCF_036533635.1	399	133	WP_045149362.1	OBi1_02314	67.769	121	39	0	3	123	8	128	2.17e-53	174	RidA	2021	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_331404738.1	696485	Vibrio owensii	50919	52379	+	NZ_JATABB010000005.1	GCF_036533635.1	1461	487	WP_005375790.1	OBi1_02319	64.979	474	166	0	12	485	9	482	0	659	aminoaldehyde dehydrogenase	1528	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_005450172.1	662	Vibrio owensii	52447	53433	+	NZ_JATABB010000005.1	GCF_036533635.1	987	329	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_331404740.1	696485	Vibrio owensii	57001	57732	+	NZ_JATABB010000005.1	GCF_036533635.1	732	244	WP_009696344.1	OBi1_02315	27.308	260	164	6	1	255	1	240	1.5e-11	73.6	dehydrogenase	4554	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_331404739.1	696485	Vibrio owensii	55265	57004	+	NZ_JATABB010000005.1	GCF_036533635.1	1740	580	WP_123780292.1	OBi1_02316	45.936	566	293	7	12	574	6	561	6.48e-165	492	hydroxylase	2818	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_020197257.1	662	Vibrio owensii	53548	55152	+	NZ_JATABB010000005.1	GCF_036533635.1	1605	535	WP_045186583.1	OBi1_02317	50.096	521	254	3	2	522	20	534	6.49e-174	511	permease	1101	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_187993124.1	717610	Vibrio owensii	76304	76702	-	NZ_JATABK010000012.1	GCF_036533835.1	399	133	WP_045149362.1	OBi1_02314	67.769	121	39	0	3	123	8	128	2.17e-53	174	RidA	4328	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_331420858.1	696485	Vibrio owensii	74749	76209	-	NZ_JATABK010000012.1	GCF_036533835.1	1461	487	WP_005375790.1	OBi1_02319	64.979	474	166	0	12	485	9	482	0	659	aminoaldehyde dehydrogenase	2773	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_331420856.1	696485	Vibrio owensii	73695	74681	-	NZ_JATABK010000012.1	GCF_036533835.1	987	329	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	1719	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_331421317.1	696485	Vibrio owensii	69396	70127	-	NZ_JATABK010000012.1	GCF_036533835.1	732	244	WP_009696344.1	OBi1_02315	27.308	260	164	6	1	255	1	240	1.5e-11	73.6	dehydrogenase	2580	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_331439498.1	696485	Vibrio owensii	70124	71863	-	NZ_JATABK010000012.1	GCF_036533835.1	1740	580	WP_123780292.1	OBi1_02316	45.936	566	293	7	12	574	6	561	6.48e-165	492	hydroxylase	1852	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_331420854.1	696485	Vibrio owensii	71976	73580	-	NZ_JATABK010000012.1	GCF_036533835.1	1605	535	WP_045186583.1	OBi1_02317	50.096	521	254	3	2	522	20	534	6.49e-174	511	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_258455801.1	669	Vibrio harveyi	7145	7543	-	NZ_JATABL010000265.1	GCF_036533855.1	399	133	WP_045149362.1	OBi1_02314	67.769	121	39	0	3	123	8	128	2.17e-53	174	RidA	2609	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio harveyi
WP_050939480.1	669	Vibrio harveyi	4536	5522	-	NZ_JATABL010000265.1	GCF_036533855.1	987	329	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio harveyi
WP_258455803.1	669	Vibrio harveyi	2817	4421	-	NZ_JATABL010000265.1	GCF_036533855.1	1605	535	WP_045186583.1	OBi1_02317	50.096	521	254	3	2	522	20	534	6.49e-174	511	permease	1719	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio harveyi
WP_331451068.1	680	Vibrio campbellii	1	681	+	NZ_JATABM010000145.1	GCF_036533895.1	681	227	WP_019275494.1	OBi1_02319	62.162	222	84	0	264	485	1	222	1.71e-102	316	aminoaldehyde dehydrogenase	1848	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444295.1	680	Vibrio campbellii	749	1738	+	NZ_JATABM010000145.1	GCF_036533895.1	990	330	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	1100	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444298.1	680	Vibrio campbellii	5348	6079	+	NZ_JATABM010000145.1	GCF_036533895.1	732	244	WP_274291483.1	OBi1_02315	30.859	256	160	6	1	255	1	240	1.29e-12	76.6	dehydrogenase	3499	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444297.1	680	Vibrio campbellii	3615	5351	+	NZ_JATABM010000145.1	GCF_036533895.1	1737	579	WP_051117781.1	OBi1_02316	46.06	571	300	3	12	582	6	568	2.83e-171	509	hydroxylase	1766	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444296.1	680	Vibrio campbellii	1849	3453	+	NZ_JATABM010000145.1	GCF_036533895.1	1605	535	WP_045186583.1	OBi1_02317	50.096	521	254	3	2	522	20	534	6.49e-174	511	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_079401768.1	680	Vibrio campbellii	46709	47107	+	NZ_JATABN010000032.1	GCF_036533875.1	399	133	WP_045149362.1	OBi1_02314	67.769	121	39	0	3	123	8	128	2.17e-53	174	RidA	2020	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444294.1	680	Vibrio campbellii	47201	48661	+	NZ_JATABN010000032.1	GCF_036533875.1	1461	487	WP_005375790.1	OBi1_02319	64.979	474	166	0	12	485	9	482	0	659	aminoaldehyde dehydrogenase	1528	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444295.1	680	Vibrio campbellii	48729	49718	+	NZ_JATABN010000032.1	GCF_036533875.1	990	330	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444298.1	680	Vibrio campbellii	53328	54059	+	NZ_JATABN010000032.1	GCF_036533875.1	732	244	WP_274291483.1	OBi1_02315	30.859	256	160	6	1	255	1	240	1.29e-12	76.6	dehydrogenase	4599	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444297.1	680	Vibrio campbellii	51595	53331	+	NZ_JATABN010000032.1	GCF_036533875.1	1737	579	WP_051117781.1	OBi1_02316	46.06	571	300	3	12	582	6	568	2.83e-171	509	hydroxylase	2866	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444296.1	680	Vibrio campbellii	49829	51433	+	NZ_JATABN010000032.1	GCF_036533875.1	1605	535	WP_045186583.1	OBi1_02317	50.096	521	254	3	2	522	20	534	6.49e-174	511	permease	1100	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_187993124.1	717610	Vibrio owensii	5687	6085	-	NZ_JATABO010000121.1	GCF_036533915.1	399	133	WP_045149362.1	OBi1_02314	67.769	121	39	0	3	123	8	128	2.17e-53	174	RidA	2609	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_331420858.1	696485	Vibrio owensii	4132	5592	-	NZ_JATABO010000121.1	GCF_036533915.1	1461	487	WP_005375790.1	OBi1_02319	64.979	474	166	0	12	485	9	482	0	659	aminoaldehyde dehydrogenase	1054	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_331420856.1	696485	Vibrio owensii	3078	4064	-	NZ_JATABO010000121.1	GCF_036533915.1	987	329	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_331420852.1	696485	Vibrio owensii	1	1246	-	NZ_JATABO010000121.1	GCF_036533915.1	1246	415.333333333333	WP_331420852.1	OBi1_02316	47.906	382	195	3	12	391	6	385	7.88e-112	350	hydroxylase	3077	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_331420854.1	696485	Vibrio owensii	1359	2963	-	NZ_JATABO010000121.1	GCF_036533915.1	1605	535	WP_045186583.1	OBi1_02317	50.096	521	254	3	2	522	20	534	6.49e-174	511	permease	1719	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
WP_331442043.1	212667	Vibrio fortis	4123	5183	-	NZ_JATABQ010000283.1	GCF_036533935.1	1061	353.666666666667	WP_258650194.1	OBi1_02319	67.123	365	120	0	121	485	1	365	0	530	aminoaldehyde dehydrogenase	1083	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio fortis
WP_331442042.1	212667	Vibrio fortis	3040	4035	-	NZ_JATABQ010000283.1	GCF_036533935.1	996	332	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio fortis
WP_331442041.1	212667	Vibrio fortis	1267	2895	-	NZ_JATABQ010000283.1	GCF_036533935.1	1629	543	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1773	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio fortis
WP_079401768.1	680	Vibrio campbellii	32292	32690	+	NZ_JATABR010000056.1	GCF_036533975.1	399	133	WP_045149362.1	OBi1_02314	67.769	121	39	0	3	123	8	128	2.17e-53	174	RidA	2020	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444294.1	680	Vibrio campbellii	32784	34244	+	NZ_JATABR010000056.1	GCF_036533975.1	1461	487	WP_005375790.1	OBi1_02319	64.979	474	166	0	12	485	9	482	0	659	aminoaldehyde dehydrogenase	1528	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444295.1	680	Vibrio campbellii	34312	35301	+	NZ_JATABR010000056.1	GCF_036533975.1	990	330	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331444297.1	680	Vibrio campbellii	37002	38738	+	NZ_JATABR010000056.1	GCF_036533975.1	1737	579	WP_051117781.1	OBi1_02316	46.06	571	300	3	12	582	6	568	2.83e-171	509	hydroxylase	2690	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_331451360.1	680	Vibrio campbellii	35448	36884	+	NZ_JATABR010000056.1	GCF_036533975.1	1437	479	WP_228013842.1	OBi1_02317	47.186	462	238	3	3	464	20	475	1.58e-138	419	permease	1136	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii
WP_005375789.1	662	Vibrio alginolyticus	33826	34224	+	NZ_JAUALF010000002.1	GCF_030346935.1	399	133	WP_077649249.1	OBi1_02314	70.833	120	35	0	3	122	8	127	9.34e-56	180	RidA	2002	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_047100933.1	662	Vibrio alginolyticus	34298	35758	+	NZ_JAUALF010000002.1	GCF_030346935.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1530	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017634252.1	662	Vibrio alginolyticus	35828	36817	+	NZ_JAUALF010000002.1	GCF_030346935.1	990	330	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_047100936.1	663	Vibrio alginolyticus	40363	41094	+	NZ_JAUALF010000002.1	GCF_030346935.1	732	244	WP_226420777.1	OBi1_02315	28.947	266	154	7	1	256	1	241	1.04e-10	71.2	dehydrogenase	4535	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus
WP_047100935.1	662	Vibrio alginolyticus	38630	40366	+	NZ_JAUALF010000002.1	GCF_030346935.1	1737	579	WP_226420778.1	OBi1_02316	46.809	564	290	5	12	574	6	560	3.67e-175	518	hydroxylase	2802	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_005375789.1	662	Vibrio alginolyticus	33826	34224	+	NZ_JAUALG010000002.1	GCF_030346975.1	399	133	WP_077649249.1	OBi1_02314	70.833	120	35	0	3	122	8	127	9.34e-56	180	RidA	2002	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_047100933.1	662	Vibrio alginolyticus	34298	35758	+	NZ_JAUALG010000002.1	GCF_030346975.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1530	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017634252.1	662	Vibrio alginolyticus	35828	36817	+	NZ_JAUALG010000002.1	GCF_030346975.1	990	330	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_047100936.1	663	Vibrio alginolyticus	40363	41094	+	NZ_JAUALG010000002.1	GCF_030346975.1	732	244	WP_226420777.1	OBi1_02315	28.947	266	154	7	1	256	1	241	1.04e-10	71.2	dehydrogenase	4535	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus
WP_047100935.1	662	Vibrio alginolyticus	38630	40366	+	NZ_JAUALG010000002.1	GCF_030346975.1	1737	579	WP_226420778.1	OBi1_02316	46.809	564	290	5	12	574	6	560	3.67e-175	518	hydroxylase	2802	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_317944195.1	359365	Sporosarcina saromensis	107566	109035	-	NZ_JAUBDI010000009.1	GCF_033253735.1	1470	490	WP_237150185.1	OBi1_02319	36.478	477	297	4	17	488	14	489	2.89e-86	283	aminoaldehyde dehydrogenase	2978	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina saromensis
WP_317944201.1	359365	Sporosarcina saromensis	110872	112590	-	NZ_JAUBDI010000009.1	GCF_033253735.1	1719	573	WP_317944201.1	OBi1_02316	42.832	565	307	5	19	575	12	568	1.13e-157	474	hydroxylase	6284	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina saromensis
WP_317944191.1	359365	Sporosarcina saromensis	104588	106195	-	NZ_JAUBDI010000009.1	GCF_033253735.1	1608	536	WP_301107905.1	OBi1_02317	47.39	498	257	3	25	520	9	503	3.99e-149	448	permease	0	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina saromensis
WP_300893845.1	1486281	Roseovarius sp.	36426	37487	-	NZ_JAUCYU010000005.1	GCF_030373445.1	1062	354	WP_300893845.1	OBi1_02318	58.861	316	130	0	8	323	31	346	1.87e-137	404	aminohydrolase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseovarius	Roseovarius sp.
WP_300893844.1	1486281	Roseovarius sp.	34070	34723	-	NZ_JAUCYU010000005.1	GCF_030373445.1	654	218	WP_300893844.1	SPO3188	46.083	217	110	3	1	210	1	217	5.6e-36	135	dehydrogenase	2356	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseovarius	Roseovarius sp.
WP_300894151.1	1486281	Roseovarius sp.	34720	36414	-	NZ_JAUCYU010000005.1	GCF_030373445.1	1695	565	WP_300894151.1	OBi1_02316	43.794	564	300	8	19	576	11	563	2.03e-130	404	hydroxylase	1706	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseovarius	Roseovarius sp.
WP_083151554.1	670	Vibrio parahaemolyticus	753566	754555	+	NZ_JAUDRA010000001.1	GCF_032460215.1	990	330	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	2802	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
WP_025499702.1	670	Vibrio parahaemolyticus	758101	758832	+	NZ_JAUDRA010000001.1	GCF_032460215.1	732	244	WP_226420777.1	OBi1_02315	28.947	266	154	7	1	256	1	241	1.04e-10	71.2	dehydrogenase	1733	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
WP_025524537.1	670	Vibrio parahaemolyticus	756368	758104	+	NZ_JAUDRA010000001.1	GCF_032460215.1	1737	579	WP_226420778.1	OBi1_02316	46.809	564	290	5	12	574	6	560	3.67e-175	518	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
WP_083151556.1	670	Vibrio parahaemolyticus	754665	756266	+	NZ_JAUDRA010000001.1	GCF_032460215.1	1602	534	WP_025524535.1	OBi1_02317	50.307	489	240	1	34	522	48	533	7.13e-167	493	permease	1703	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
WP_027311698.1	75684	Balneatrix alpica	26703	27095	+	NZ_JAUESS010000011.1	GCF_030733805.1	393	131	WP_027311698.1	OBi1_02314	64.463	121	43	0	1	121	1	121	1.13e-48	162	RidA	4116	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_305857520.1	75684	Balneatrix alpica	22587	24032	+	NZ_JAUESS010000011.1	GCF_030733805.1	1446	482	WP_027311695.1	OBi1_02319	70.551	472	139	0	17	488	9	480	0	687	aminoaldehyde dehydrogenase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_305857521.1	75684	Balneatrix alpica	24042	25034	+	NZ_JAUESS010000011.1	GCF_030733805.1	993	331	WP_027311696.1	OBi1_02318	72.866	328	89	0	1	328	1	328	0	518	aminohydrolase	1455	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_027311692.1	75684	Balneatrix alpica	18967	19719	-	NZ_JAUESS010000011.1	GCF_030733805.1	753	251	WP_027311692.1	OBi1_02315	27.344	256	177	3	1	255	1	248	1.64e-25	111	dehydrogenase	3620	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_305857519.1	75684	Balneatrix alpica	19719	21446	-	NZ_JAUESS010000011.1	GCF_030733805.1	1728	576	WP_035460498.1	OBi1_02316	49.647	566	271	6	15	576	14	569	2.2e-172	511	hydroxylase	2868	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_305857522.1	75684	Balneatrix alpica	25103	26662	+	NZ_JAUESS010000011.1	GCF_030733805.1	1560	520	WP_027311697.1	OBi1_02317	52.49	522	245	1	1	522	1	519	3.54e-176	516	permease	2516	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_027311698.1	75684	Balneatrix alpica	26703	27095	+	NZ_JAUEST010000012.1	GCF_030710695.1	393	131	WP_027311698.1	OBi1_02314	64.463	121	43	0	1	121	1	121	1.13e-48	162	RidA	4116	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_305857520.1	75684	Balneatrix alpica	22587	24032	+	NZ_JAUEST010000012.1	GCF_030710695.1	1446	482	WP_027311695.1	OBi1_02319	70.551	472	139	0	17	488	9	480	0	687	aminoaldehyde dehydrogenase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_305857521.1	75684	Balneatrix alpica	24042	25034	+	NZ_JAUEST010000012.1	GCF_030710695.1	993	331	WP_027311696.1	OBi1_02318	72.866	328	89	0	1	328	1	328	0	518	aminohydrolase	1455	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_027311692.1	75684	Balneatrix alpica	18967	19719	-	NZ_JAUEST010000012.1	GCF_030710695.1	753	251	WP_027311692.1	OBi1_02315	27.344	256	177	3	1	255	1	248	1.64e-25	111	dehydrogenase	3620	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_305857519.1	75684	Balneatrix alpica	19719	21446	-	NZ_JAUEST010000012.1	GCF_030710695.1	1728	576	WP_035460498.1	OBi1_02316	49.647	566	271	6	15	576	14	569	2.2e-172	511	hydroxylase	2868	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_305857522.1	75684	Balneatrix alpica	25103	26662	+	NZ_JAUEST010000012.1	GCF_030710695.1	1560	520	WP_027311697.1	OBi1_02317	52.49	522	245	1	1	522	1	519	3.54e-176	516	permease	2516	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Balneatrix	Balneatrix alpica
WP_264824317.1	308163	Halomonas almeriensis	75916	77358	-	NZ_JAUFPO010000009.1	GCF_030409235.1	1443	481	WP_141320750.1	OBi1_02319	81.013	474	90	0	14	487	5	478	0	813	aminoaldehyde dehydrogenase	1025	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas almeriensis
WP_290314049.1	308163	Halomonas almeriensis	74891	75895	-	NZ_JAUFPO010000009.1	GCF_030409235.1	1005	335	WP_141320751.1	OBi1_02318	77.301	326	74	0	1	326	1	326	0	535	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas almeriensis
WP_264824321.1	308163	Halomonas almeriensis	70674	71441	-	NZ_JAUFPO010000009.1	GCF_030409235.1	768	256	WP_141320756.1	OBi1_02315	72.519	262	65	1	1	262	1	255	3.33e-129	376	dehydrogenase	4217	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas almeriensis
WP_264824320.1	308163	Halomonas almeriensis	71485	73221	-	NZ_JAUFPO010000009.1	GCF_030409235.1	1737	579	WP_246053892.1	OBi1_02316	73.022	556	150	0	19	574	16	571	0	836	hydroxylase	3406	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas almeriensis
WP_264824319.1	308163	Halomonas almeriensis	73214	74800	-	NZ_JAUFPO010000009.1	GCF_030409235.1	1587	529	WP_141320754.1	OBi1_02317	79.808	520	105	0	7	526	2	521	0	841	permease	1677	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas almeriensis
WP_076586836.1	526588	Vibrio ostreicida	1741437	1741835	+	NZ_JAUFQC010000001.1	GCF_030409575.1	399	133	WP_076586836.1	OBi1_02314	69.421	121	37	0	3	123	8	128	1.26e-54	177	RidA	1986	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio ostreicida
WP_076586833.1	526588	Vibrio ostreicida	1741913	1743373	+	NZ_JAUFQC010000001.1	GCF_030409575.1	1461	487	WP_076586833.1	OBi1_02319	62.766	470	175	0	16	485	13	482	0	627	aminoaldehyde dehydrogenase	1510	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio ostreicida
WP_076586831.1	526588	Vibrio ostreicida	1743423	1744412	+	NZ_JAUFQC010000001.1	GCF_030409575.1	990	330	WP_076586831.1	OBi1_02318	60.802	324	127	0	1	324	1	324	1.25e-151	439	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio ostreicida
WP_170882888.1	526588	Vibrio ostreicida	1747941	1748669	+	NZ_JAUFQC010000001.1	GCF_030409575.1	729	243	WP_170882888.1	OBi1_02315	26.848	257	168	5	1	255	1	239	4.87e-12	75.1	dehydrogenase	4518	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio ostreicida
WP_170882889.1	526588	Vibrio ostreicida	1746208	1747944	+	NZ_JAUFQC010000001.1	GCF_030409575.1	1737	579	WP_170882889.1	OBi1_02316	43.793	580	300	5	12	582	6	568	1.55e-162	486	hydroxylase	2785	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio ostreicida
