dataset,taxon_id,assembly_accession,isolation_source,geo_loc_name,env_broad_scale,env_local_scale,env_medium,geographic location (latitude),geographic location (longitude),lat_lon,geographic location (region and locality)
688,3229995,GCF_041467735.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229996,GCF_041467855.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229997,GCF_041467875.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229998,GCF_041467935.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229717,GCF_041468625.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229718,GCF_041468645.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229716,GCF_041468745.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229714,GCF_041468845.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229713,GCF_041468865.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229712,GCF_041468925.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229710,GCF_041469065.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229709,GCF_041469125.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229706,GCF_041469245.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229705,GCF_041469365.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229704,GCF_041469445.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229702,GCF_041469465.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229703,GCF_041469505.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229701,GCF_041469545.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229700,GCF_041469705.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229699,GCF_041469785.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229698,GCF_041469805.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229697,GCF_041470165.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229696,GCF_041470225.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229695,GCF_041470325.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229693,GCF_041470425.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229692,GCF_041470465.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229689,GCF_041470505.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229690,GCF_041470545.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229691,GCF_041470565.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229688,GCF_041470645.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229687,GCF_041470825.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229686,GCF_041471145.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229683,GCF_041471185.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229682,GCF_041471225.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229685,GCF_041471285.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229680,GCF_041471405.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229681,GCF_041471425.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229678,GCF_041471665.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229677,GCF_041471705.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229679,GCF_041471725.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229675,GCF_041471765.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229676,GCF_041471785.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229674,GCF_041471945.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229673,GCF_041471965.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229672,GCF_041472065.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229671,GCF_041472085.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229669,GCF_041472205.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229667,GCF_041472225.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229668,GCF_041472245.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229670,GCF_041472265.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229666,GCF_041472285.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229665,GCF_041472525.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229663,GCF_041472705.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229661,GCF_041472725.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229662,GCF_041472735.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229660,GCF_041472785.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229659,GCF_041472845.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229658,GCF_041472995.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229657,GCF_041473075.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229655,GCF_041473315.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,2211215,GCA_003185995.1,Beach sand,United Kingdom,,,,,,50.16 N 5.10 W,
688,2591011,GCA_013048495.1,water,Norway,,,,,,,
688,2591013,GCA_013048535.1,water,Norway,,,,,,,
688,2591012,GCA_013048545.1,water,Norway,,,,,,,
688,2591014,GCA_013048585.1,water,Norway,,,,,,,
688,2591015,GCA_013048605.1,water,Norway,,,,,,,
688,2591016,GCA_013048635.1,water,Norway,,,,,,,
688,2591019,GCA_013048825.1,water,Norway,,,,,,,
688,2929168,GCA_023161645.1,Sea cave,Portugal: Algarve,,,,,,,
688,2929167,GCA_023161685.1,Sea cave,Portugal: Algarve,,,,,,,
688,2929166,GCA_023161695.1,Sea cave,Portugal: Algarve,,,,,,,
688,2929165,GCA_023161725.1,Sea cave,Portugal: Algarve,,,,,,,
688,2929164,GCA_023161755.1,Sea cave,Portugal: Algarve,,,,,,,
688,2929855,GCA_023161825.1,Sea cave,Portugal: Algarve,,,,,,,
688,2994389,GCA_026241515.1,Bottom sediment,"Russia: Troitsa Bay, Sea of Japan",,,,,,,
688,2998832,GCA_027587075.1,Artemia live feed,"Greece: Crete, Gournes",Industrial hatchery biome,industrial hatchery,Artemia live feed,,,35.33328239 N 25.28666897 E,
688,2528832,GCA_029478545.1,,Norway,,,,,,,
688,2998321,GCA_030397615.1,,USA: Massachusetts,ENVO:01000032,ENVO:00000092,ENVO:00002149,,,42.41 N 70.91 W,
688,2591022,GCA_030851425.1,fish,Norway,,,,,,,
688,2591020,GCA_030851445.1,fish,Norway,,,,,,,
688,2591021,GCA_030851525.1,fish,Norway,,,,,,,
688,2650944,GCA_032648565.1,water,Norway,,,,,,,
688,3074606,GCA_033339355.1,food,China,,,,,,22.55 N 114.09 E,
688,3074607,GCA_033339375.1,food,China,,,,,,22.55 N 114.09 E,
688,3074604,GCA_033339395.1,food,China,,,,,,22.55 N 114.09 E,
688,3074605,GCA_033339415.1,food,China,,,,,,22.55 N 114.09 E,
688,3074603,GCA_033339435.1,food,China,,,,,,22.55 N 114.09 E,
688,3074602,GCA_033339455.1,food,China,,,,,,22.55 N 114.09 E,
688,3074601,GCA_033339475.1,food,China,,,,,,22.55 N 114.09 E,
688,3074599,GCA_033339495.1,food,China,,,,,,22.55 N 114.09 E,
688,3074597,GCA_033339515.1,food,China,,,,,,22.55 N 114.09 E,
688,3074600,GCA_033339525.1,food,China,,,,,,22.55 N 114.09 E,
688,3074713,GCA_033339555.1,food,China,,,,,,22.55 N 114.09 E,
688,3074714,GCA_033339575.1,food,China,,,,,,22.55 N 114.09 E,
688,3074595,GCA_033339595.1,food,China,,,,,,22.55 N 114.09 E,
688,3074596,GCA_033339615.1,food,China,,,,,,22.55 N 114.09 E,
688,3074593,GCA_033339635.1,food,China,,,,,,22.55 N 114.09 E,
688,3074592,GCA_033339655.1,food,China,,,,,,22.55 N 114.09 E,
688,3074591,GCA_033339675.1,food,China,,,,,,22.55 N 114.09 E,
688,3074590,GCA_033339695.1,food,China,,,,,,22.55 N 114.09 E,
688,3074588,GCA_033339715.1,food,China,,,,,,22.55 N 114.09 E,
688,3074589,GCA_033339735.1,food,China,,,,,,22.55 N 114.09 E,
688,3074587,GCA_033339755.1,food,China,,,,,,22.55 N 114.09 E,
688,3074583,GCA_033339775.1,food,China,,,,,,22.55 N 114.09 E,
688,3074586,GCA_033339795.1,food,China,,,,,,22.55 N 114.09 E,
688,3074579,GCA_033339815.1,food,China,,,,,,22.55 N 114.09 E,
688,3074581,GCA_033339825.1,food,China,,,,,,22.55 N 114.09 E,
688,3074578,GCA_033339855.1,food,China,,,,,,22.55 N 114.09 E,
688,3074574,GCA_033339875.1,food,China,,,,,,22.55 N 114.09 E,
688,3074575,GCA_033339895.1,food,China,,,,,,22.55 N 114.09 E,
688,3074576,GCA_033339915.1,food,China,,,,,,22.55 N 114.09 E,
688,3074577,GCA_033339935.1,food,China,,,,,,22.55 N 114.09 E,
688,3074573,GCA_033339955.1,food,China,,,,,,22.55 N 114.09 E,
688,3074570,GCA_033339975.1,food,China,,,,,,22.55 N 114.09 E,
688,3074571,GCA_033339995.1,food,China,,,,,,22.55 N 114.09 E,
688,3074569,GCA_033340015.1,food,China,,,,,,22.55 N 114.09 E,
688,3074568,GCA_033340035.1,food,China,,,,,,22.55 N 114.09 E,
688,3074567,GCA_033340055.1,food,China,,,,,,22.55 N 114.09 E,
688,3074566,GCA_033340075.1,food,China,,,,,,22.55 N 114.09 E,
688,3074564,GCA_033340095.1,food,China,,,,,,22.55 N 114.09 E,
688,3074563,GCA_033340115.1,food,China,,,,,,22.55 N 114.09 E,
688,3074565,GCA_033340135.1,food,China,,,,,,22.55 N 114.09 E,
688,3074562,GCA_033340155.1,food,China,,,,,,22.55 N 114.09 E,
688,3074561,GCA_033340175.1,food,China,,,,,,22.55 N 114.09 E,
688,3074560,GCA_033340195.1,food,China,,,,,,22.55 N 114.09 E,
688,3074559,GCA_033340215.1,food,China,,,,,,22.55 N 114.09 E,
688,3074556,GCA_033340235.1,food,China,,,,,,22.55 N 114.09 E,
688,3074558,GCA_033340255.1,food,China,,,,,,22.55 N 114.09 E,
688,3074554,GCA_033340275.1,food,China,,,,,,22.55 N 114.09 E,
688,3074553,GCA_033340295.1,food,China,,,,,,22.55 N 114.09 E,
688,3074552,GCA_033340315.1,food,China,,,,,,22.55 N 114.09 E,
688,3074549,GCA_033340335.1,food,China,,,,,,22.55 N 114.09 E,
688,3074546,GCA_033340375.1,food,China,,,,,,22.55 N 114.09 E,
688,3074547,GCA_033340495.1,food,China,,,,,,22.55 N 114.09 E,
688,3074548,GCA_033340515.1,food,China,,,,,,22.55 N 114.09 E,
688,3074598,GCA_033344315.1,food,China,,,,,,22.55 N 114.09 E,
688,3074594,GCA_033344335.1,food,China,,,,,,22.55 N 114.09 E,
688,3074585,GCA_033344345.1,food,China,,,,,,22.55 N 114.09 E,
688,3074584,GCA_033344355.1,food,China,,,,,,22.55 N 114.09 E,
688,3074582,GCA_033344395.1,food,China,,,,,,22.55 N 114.09 E,
688,3074572,GCA_033344415.1,food,China,,,,,,22.55 N 114.09 E,
688,3074580,GCA_033344425.1,food,China,,,,,,22.55 N 114.09 E,
688,3074557,GCA_033344455.1,food,China,,,,,,22.55 N 114.09 E,
688,3074550,GCA_033344475.1,food,China,,,,,,22.55 N 114.09 E,
688,3074555,GCA_033344485.1,food,China,,,,,,22.55 N 114.09 E,
688,3074551,GCA_033391105.1,food,China,,,,,,22.55 N 114.09 E,
688,391586,GCA_036903895.1,seawater,Mauritius:Albion,,,,,,20.2081 S 57.4048 E,
688,2923084,GCA_037546705.1,fish,Norway,,,,,,,
688,3230012,GCA_041439035.1,seawater,"USA: Massachusetts, Plum Island",marine,littoral,water,,,42.709054 N 70.796640 W,
688,3230009,GCA_041439145.1,seawater,"USA: Massachusetts, Plum Island",marine,littoral,water,,,42.709054 N 70.796640 W,
688,3230007,GCA_041439295.1,seawater,"USA: Massachusetts, Plum Island",marine,littoral,water,,,42.709054 N 70.796640 W,
688,3230006,GCA_041439475.1,seawater,"USA: Massachusetts, Plum Island",marine,littoral,water,,,42.709054 N 70.796640 W,
688,3230005,GCA_041439605.1,seawater,"USA: Massachusetts, Plum Island",marine,littoral,water,,,42.709054 N 70.796640 W,
688,3230003,GCA_041439675.1,seawater,"USA: Massachusetts, Plum Island",marine,littoral,water,,,42.709054 N 70.796640 W,
688,3230001,GCA_041439725.1,seawater,"USA: Massachusetts, Plum Island",marine,littoral,water,,,42.709054 N 70.796640 W,
688,3230000,GCA_041439815.1,seawater,"USA: Massachusetts, Plum Island",marine,littoral,water,,,42.709054 N 70.796640 W,
688,391586,GCA_963681195.1,,USA,,,,,,,
688,2211215,GCA_963878025.1,,not collected,,,,,,,
688,2591016,GCA_963887575.1,,not collected,,,,,,,
688,2591014,GCA_963888495.1,,not collected,,,,,,,
688,2211215,GCF_003185995.1,Beach sand,United Kingdom,,,,,,50.16 N 5.10 W,
688,2591011,GCF_013048495.1,water,Norway,,,,,,,
688,2591013,GCF_013048535.1,water,Norway,,,,,,,
688,2591012,GCF_013048545.1,water,Norway,,,,,,,
688,2591014,GCF_013048585.1,water,Norway,,,,,,,
688,2591015,GCF_013048605.1,water,Norway,,,,,,,
688,2591016,GCF_013048635.1,water,Norway,,,,,,,
688,2591019,GCF_013048825.1,water,Norway,,,,,,,
688,2929168,GCF_023161645.1,Sea cave,Portugal: Algarve,,,,,,,
688,2929167,GCF_023161685.1,Sea cave,Portugal: Algarve,,,,,,,
688,2929166,GCF_023161695.1,Sea cave,Portugal: Algarve,,,,,,,
688,2929165,GCF_023161725.1,Sea cave,Portugal: Algarve,,,,,,,
688,2929164,GCF_023161755.1,Sea cave,Portugal: Algarve,,,,,,,
688,2929855,GCF_023161825.1,Sea cave,Portugal: Algarve,,,,,,,
688,2994389,GCF_026241515.1,Bottom sediment,"Russia: Troitsa Bay, Sea of Japan",,,,,,,
688,2998832,GCF_027587075.1,Artemia live feed,"Greece: Crete, Gournes",Industrial hatchery biome,industrial hatchery,Artemia live feed,,,35.33328239 N 25.28666897 E,
688,2528832,GCF_029478545.1,,Norway,,,,,,,
688,2998321,GCF_030397615.1,,USA: Massachusetts,ENVO:01000032,ENVO:00000092,ENVO:00002149,,,42.41 N 70.91 W,
688,2591022,GCF_030851425.1,fish,Norway,,,,,,,
688,2591020,GCF_030851445.1,fish,Norway,,,,,,,
688,2591021,GCF_030851525.1,fish,Norway,,,,,,,
688,2650944,GCF_032648565.1,water,Norway,,,,,,,
688,3074606,GCF_033339355.1,food,China,,,,,,22.55 N 114.09 E,
688,3074607,GCF_033339375.1,food,China,,,,,,22.55 N 114.09 E,
688,3074604,GCF_033339395.1,food,China,,,,,,22.55 N 114.09 E,
688,3074605,GCF_033339415.1,food,China,,,,,,22.55 N 114.09 E,
688,3074603,GCF_033339435.1,food,China,,,,,,22.55 N 114.09 E,
688,3074602,GCF_033339455.1,food,China,,,,,,22.55 N 114.09 E,
688,3074601,GCF_033339475.1,food,China,,,,,,22.55 N 114.09 E,
688,3074599,GCF_033339495.1,food,China,,,,,,22.55 N 114.09 E,
688,3074597,GCF_033339515.1,food,China,,,,,,22.55 N 114.09 E,
688,3074600,GCF_033339525.1,food,China,,,,,,22.55 N 114.09 E,
688,3074713,GCF_033339555.1,food,China,,,,,,22.55 N 114.09 E,
688,3074714,GCF_033339575.1,food,China,,,,,,22.55 N 114.09 E,
688,3074595,GCF_033339595.1,food,China,,,,,,22.55 N 114.09 E,
688,3074596,GCF_033339615.1,food,China,,,,,,22.55 N 114.09 E,
688,3074593,GCF_033339635.1,food,China,,,,,,22.55 N 114.09 E,
688,3074592,GCF_033339655.1,food,China,,,,,,22.55 N 114.09 E,
688,3074591,GCF_033339675.1,food,China,,,,,,22.55 N 114.09 E,
688,3074590,GCF_033339695.1,food,China,,,,,,22.55 N 114.09 E,
688,3074588,GCF_033339715.1,food,China,,,,,,22.55 N 114.09 E,
688,3074589,GCF_033339735.1,food,China,,,,,,22.55 N 114.09 E,
688,3074587,GCF_033339755.1,food,China,,,,,,22.55 N 114.09 E,
688,3074583,GCF_033339775.1,food,China,,,,,,22.55 N 114.09 E,
688,3074586,GCF_033339795.1,food,China,,,,,,22.55 N 114.09 E,
688,3074579,GCF_033339815.1,food,China,,,,,,22.55 N 114.09 E,
688,3074581,GCF_033339825.1,food,China,,,,,,22.55 N 114.09 E,
688,3074578,GCF_033339855.1,food,China,,,,,,22.55 N 114.09 E,
688,3074574,GCF_033339875.1,food,China,,,,,,22.55 N 114.09 E,
688,3074575,GCF_033339895.1,food,China,,,,,,22.55 N 114.09 E,
688,3074576,GCF_033339915.1,food,China,,,,,,22.55 N 114.09 E,
688,3074577,GCF_033339935.1,food,China,,,,,,22.55 N 114.09 E,
688,3074573,GCF_033339955.1,food,China,,,,,,22.55 N 114.09 E,
688,3074570,GCF_033339975.1,food,China,,,,,,22.55 N 114.09 E,
688,3074571,GCF_033339995.1,food,China,,,,,,22.55 N 114.09 E,
688,3074569,GCF_033340015.1,food,China,,,,,,22.55 N 114.09 E,
688,3074568,GCF_033340035.1,food,China,,,,,,22.55 N 114.09 E,
688,3074567,GCF_033340055.1,food,China,,,,,,22.55 N 114.09 E,
688,3074566,GCF_033340075.1,food,China,,,,,,22.55 N 114.09 E,
688,3074564,GCF_033340095.1,food,China,,,,,,22.55 N 114.09 E,
688,3074563,GCF_033340115.1,food,China,,,,,,22.55 N 114.09 E,
688,3074565,GCF_033340135.1,food,China,,,,,,22.55 N 114.09 E,
688,3074562,GCF_033340155.1,food,China,,,,,,22.55 N 114.09 E,
688,3074561,GCF_033340175.1,food,China,,,,,,22.55 N 114.09 E,
688,3074560,GCF_033340195.1,food,China,,,,,,22.55 N 114.09 E,
688,3074559,GCF_033340215.1,food,China,,,,,,22.55 N 114.09 E,
688,3074556,GCF_033340235.1,food,China,,,,,,22.55 N 114.09 E,
688,3074558,GCF_033340255.1,food,China,,,,,,22.55 N 114.09 E,
688,3074554,GCF_033340275.1,food,China,,,,,,22.55 N 114.09 E,
688,3074553,GCF_033340295.1,food,China,,,,,,22.55 N 114.09 E,
688,3074552,GCF_033340315.1,food,China,,,,,,22.55 N 114.09 E,
688,3074549,GCF_033340335.1,food,China,,,,,,22.55 N 114.09 E,
688,3074547,GCF_033340495.1,food,China,,,,,,22.55 N 114.09 E,
688,3074548,GCF_033340515.1,food,China,,,,,,22.55 N 114.09 E,
688,3074598,GCF_033344315.1,food,China,,,,,,22.55 N 114.09 E,
688,3074594,GCF_033344335.1,food,China,,,,,,22.55 N 114.09 E,
688,3074585,GCF_033344345.1,food,China,,,,,,22.55 N 114.09 E,
688,3074584,GCF_033344355.1,food,China,,,,,,22.55 N 114.09 E,
