Assembly,Nucleotide Accesion,homA_location,homB_location,homC_location,homD_location,homE_location,gene_arrangement,Kingdom,Phylum,Class,Order,Family,Genus,Species,Biosample ID,Bioproject Accession,Geographic Location,Isolation Source,Isolation Source Standardized,Environmental Source Standardized,Latitude,Longitude,Notes
GCA_040784015.1,JBFNGQ010000008.1,197030-197683,195327-197030,192341-193363,190887-192335,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Lentilitoribacter,Lentilitoribacter sp. EG35,SAMN42483928,PRJNA1135483,Portugal: Faro,NA,unknown,NA,36.979778,-7.989111,NA
GCA_040811395.1,JBFNXZ010000016.1,26094-26789,24397-26091,21779-22765,20332-21765,26819-27190,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN41103309,PRJNA1105473,China:Huzhou,shrimp,non-environmental,other,NA,NA,NA
GCA_040811405.1,JBFNYA010000008.1,103971-104666,104669-106363,107996-108982,108996-110438,103572-103943,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN41103308,PRJNA1105473,China:Wuxi,sewage,non-environmental,other,NA,NA,NA
GCA_040811435.1,JBFNYB010000006.1,92618-93313,93316-95010,96643-97629,97643-99085,92219-92590,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN41103306,PRJNA1105473,China:Changshu,sewage,non-environmental,other,NA,NA,NA
GCA_040811955.1,JBFNYD010000006.1,81167-81862,81865-83559,85192-86178,86192-87634,80768-81139,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN41103304,PRJNA1105473,China:Suzhou,sewage,non-environmental,other,NA,NA,NA
GCA_040829965.1,JBFOKL010000013.1,141814-142509,142512-144206,145840-146826,146840-148282,141400-141783,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN41103302,PRJNA1105473,China:Suzhou,sewage,non-environmental,other,NA,NA,NA
GCA_040829945.1,JBFOLN010000024.1,79038-79667,79664-81349,81346-82323,82323-83765,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria sp.,SAMN35715534,PRJNA940485,"USA: Maunalua Bay, Oahu, Hawaii",accessory nidamental gland,unknown,NA,21.2812,-157.7293,NA
GCA_040830165.1,JBFOLR010000058.1,49761-50390,48079-49764,47100-48074,45655-47100,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria sp.,SAMN35715530,PRJNA940485,"USA: Maunalua Bay, Oahu, Hawaii",accessory nidamental gland,unknown,NA,21.2812,-157.7293,NA
GCA_040830225.1,JBFOLS010000538.1,28233-28862,28859-30547,30553-31536,31673-33118,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,Leisingera sp.,SAMN35715529,PRJNA940485,"USA: Maunalua Bay, Oahu, Hawaii",accessory nidamental gland,unknown,NA,21.2812,-157.7293,NA
GCA_040830605.1,JBFOMD010000003.1,114674-115300,112992-114677,112018-112995,110546-112018,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria sp.,SAMN35715518,PRJNA940485,"USA: Maunalua Bay, Oahu, Hawaii",accessory nidamental gland,unknown,NA,21.2812,-157.7293,NA
GCA_040830705.1,JBFOME010000011.1,352605-353228,350971-352608,349949-350926,348504-349949,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,Paracoccaceae bacterium,SAMN35715517,PRJNA940485,"USA: Maunalua Bay, Oahu, Hawaii",accessory nidamental gland,unknown,NA,21.2812,-157.7293,NA
GCA_040830665.1,JBFOMF010000040.1,68988-69719,67255-68991,64456-65451,62925-64385,62468-62866,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii,SAMN35715516,PRJNA940485,"USA: Maunalua Bay, Oahu, Hawaii",accessory nidamental gland,unknown,NA,21.2812,-157.7293,NA
GCA_040839025.1,JBFPJN010000002.1,115620-116219,113899-115623,112926-113906,111475-112917,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,Alphaproteobacteria bacterium LSUCC0719,SAMN42386553,PRJNA1133775,"USA: Louisiana, near Calcasieu Jetties",NA,unknown,NA,29.760164,-93.340159,NA
GCA_040932035.1,JBFRBB010000003.1,575429-576052,573741-575441,572755-573744,571299-572750,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Hoeflea,Hoeflea sp. TYP-13,SAMN42050757,PRJNA1128437,Taiwan,NA,unknown,NA,24,121,lat lon derived from geographic location name
GCA_041468245.1,JBFRID010000008.1,225553-226290,226287-228128,230243-231238,231449-232909,233109-233507,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905240,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468185.1,JBFRIE010000022.1,42214-42951,40376-42217,37266-38261,35595-37055,34997-35395,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905239,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468225.1,JBFRIF010000012.1,230289-231026,231023-232879,234994-235989,236200-237660,237860-238258,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905238,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468205.1,JBFRIG010000010.1,42358-43095,40505-42361,37395-38390,35724-37184,35126-35524,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905237,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468165.1,JBFRIH010000004.1,303435-304172,304169-305971,308071-309066,309277-310737,310927-311325,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,SAMN41905236,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468265.1,JBFRII010000012.1,39596-40333,37758-39599,34648-35643,32977-34437,32379-32777,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905235,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468305.1,JBFRIJ010000024.1,46821-47558,44983-46824,41873-42868,40202-41662,39604-40002,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905234,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468285.1,JBFRIK010000001.1,40583-41320,38745-40586,35635-36630,33964-35424,33366-33764,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905233,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468345.1,JBFRIL010000014.1,68624-69361,69358-71214,73329-74324,74535-75995,76195-76593,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905232,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468325.1,JBFRIM010000009.1,159063-159800,159797-161599,163698-164693,164904-166364,166564-166962,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN41905231,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468385.1,JBFRIO010000044.1,9623-10360,10357-12198,14304-15299,15533-16993,17183-17581,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,SAMN41905229,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468405.1,JBFRIP010000008.1,223363-224100,224097-225938,228053-229048,229259-230719,230919-231317,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905228,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468445.1,JBFRIQ010000009.1,225432-226169,226166-228007,230122-231117,231328-232788,232988-233386,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905227,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468425.1,JBFRIR010000004.1,350704-351441,348905-350707,345811-346806,344140-345600,343542-343940,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN41905226,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468485.1,JBFRIS010000018.1,45809-46546,43971-45812,40861-41856,39190-40650,38592-38990,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905225,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468465.1,JBFRIT010000009.1,350694-351431,348895-350697,345801-346796,344130-345590,343532-343930,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN41905224,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468505.1,JBFRIU010000002.1,226303-227040,227037-228893,231008-232003,232214-233674,233874-234272,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905223,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468545.1,JBFRIW010000019.1,243598-244335,244332-246134,248235-249230,249441-250901,251091-251489,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN41905221,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468585.1,JBFRIX010000004.1,468924-469661,469658-471514,473629-474624,474835-476295,476495-476893,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905220,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468605.1,JBFRIZ010000010.1,131598-132335,129799-131601,126705-127700,125034-126494,124436-124834,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN41905218,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468645.1,JBFRJA010000038.1,48550-49287,49284-51095,53197-54192,54399-55859,56047-56445,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 10N.286.54.B2,SAMN41905217,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468685.1,JBFRJC010000052.1,63397-64134,61598-63400,58504-59499,56833-58293,56235-56633,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN41905215,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468705.1,JBFRJE010000008.1,54014-54751,54748-56589,58696-59691,59925-61385,61575-61973,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,SAMN41905213,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468745.1,JBFRJF010000018.1,47917-48654,48651-50453,52571-53566,53773-55233,55421-55819,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 10N.286.52.F8,SAMN41905212,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468725.1,JBFRJG010000009.1,140477-141214,141211-143052,145158-146153,146364-147824,148014-148412,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,SAMN41905211,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468765.1,JBFRJH010000052.1,56798-57535,54990-56801,51877-52872,50183-51643,49595-49993,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,SAMN41905210,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468825.1,JBFRJI010000019.1,227322-228059,228056-229858,231975-232970,233181-234641,234831-235229,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN41905209,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468845.1,JBFRJK010000024.1,97388-98125,95580-97391,92483-93478,90816-92276,90228-90626,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 10N.286.52.E2,SAMN41905207,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468805.1,JBFRJL010000020.1,238115-238852,238849-240690,242805-243800,244011-245471,245671-246069,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905206,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468885.1,JBFRJN010000006.1,302554-303291,300755-302557,297666-298661,295995-297455,295407-295805,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN41905204,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468905.1,JBFRJO010000040.1,134421-135158,132685-134424,129554-130549,127911-129371,127314-127712,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio kanaloae,SAMN41905203,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468925.1,JBFRJP010000059.1,39593-40330,37785-39596,34688-35683,33021-34481,32435-32833,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 10N.286.52.B1,SAMN41905202,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468965.1,JBFRJR010000008.1,48384-49121,46576-48387,43475-44470,41781-43241,41193-41591,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,SAMN41905200,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041468945.1,JBFRJS010000003.1,96317-97054,94479-96320,91369-92364,89698-91158,89100-89498,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905199,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041469005.1,JBFRJT010000009.1,338248-338985,336449-338251,333360-334355,331689-333149,331101-331499,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN41905198,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041469105.1,JBFRJU010000009.1,361261-361998,361995-363836,365951-366946,367157-368617,368817-369215,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905197,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041469045.1,JBFRJV010000068.1,66608-67345,64770-66611,61670-62665,59976-61436,59372-59770,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,SAMN41905196,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041469065.1,JBFRJX010000017.1,41535-42272,42269-44080,46157-47152,47359-48819,49007-49405,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 10N.286.51.F4,SAMN41905194,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041469085.1,JBFRJY010000037.1,123638-124375,124372-126174,128316-129311,129522-130982,131172-131570,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,SAMN41905193,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041469125.1,JBFRJZ010000034.1,37535-38272,35727-37538,32630-33625,30912-32372,30326-30724,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 10N.286.51.E5,SAMN41905192,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041469165.1,JBFRKA010000015.1,134870-135607,133062-134873,129961-130956,128243-129703,127655-128053,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,SAMN41905191,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
GCA_041469225.1,JBFRKC010000002.1,361409-362146,362143-363984,366099-367094,367305-368765,368965-369363,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,SAMN41905189,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove",filtered seawater,environmental,marine,42.419618,-70.906707,NA
